序号,转换后JH,JX,Dogleg Severity,status,origin_status_predict,status_predict
1218,B16-X30,0.0,0.664,0,0,0
1219,B16-X30,0.66,2.0,0,0,0
1220,B16-X30,2.61,2.79,1,1,1
1221,B16-X30,5.23,3.77,1,1,1
1222,B16-X30,7.38,3.55,1,1,1
1223,B16-X30,10.51,3.33,1,1,1
1224,B16-X30,13.5,3.29,1,1,1
1225,B16-X30,14.35,3.87,1,1,1
1226,B16-X30,15.28,3.6,1,1,1
1227,B16-X30,16.17,2.96,1,1,1
1228,B16-X30,16.39,3.01,1,1,1
1229,B16-X30,16.63,2.76,1,1,1
1230,B16-X30,16.88,2.61,1,1,1
1231,B16-X30,16.17,3.84,1,1,1
1232,B16-X30,16.15,4.07,1,1,1
1233,B16-X30,16.16,4.58,1,1,1
1234,B16-X30,16.6,4.92,1,1,1
1235,B16-X30,16.98,4.89,1,1,1
1236,B16-X30,17.36,5.43,1,1,1
1237,B16-X30,18.33,4.93,1,1,1
1238,B16-X30,19.4,5.44,1,1,1
1239,B16-X30,20.63,4.92,1,1,1
1240,B16-X30,21.72,5.49,1,1,1
1241,B16-X30,23.11,4.96,1,1,1
1242,B16-X30,24.14,5.8,1,1,1
1243,B16-X30,25.43,5.92,1,1,1
1244,B16-X30,26.75,5.12,1,1,1
1245,B16-X30,27.92,5.65,1,1,1
1246,B16-X30,29.01,5.93,1,1,1
1247,B16-X30,30.05,5.16,1,1,1
1248,B16-X30,31.1,5.67,1,1,1
1249,B16-X30,32.46,5.72,1,1,1
1250,B16-X30,33.81,4.89,1,1,1
1251,B16-X30,35.16,5.13,1,1,1
1252,B16-X30,36.67,4.48,1,1,1
1253,B16-X30,38.03,4.02,1,1,1
1254,B16-X30,38.98,3.95,1,1,1
1255,B16-X30,40.18,4.11,1,1,1
1256,B16-X30,41.48,1.41,1,1,1
1257,B16-X30,42.76,0.536,1,1,1
1258,B16-X30,43.23,0.518,2,2,2
1259,B16-X30,43.68,0.353,2,2,2
1260,B16-X30,43.35,0.0787,2,2,2
