序号,转换后JH,JX,Dogleg Severity,status,origin_status_predict,status_predict
3266,B64-X46,0.1,0.0842,0,0,0
3267,B64-X46,0.18,0.0935,0,0,0
3268,B64-X46,0.18,0.184,0,0,0
3269,B64-X46,0.04,0.0542,0,0,0
3270,B64-X46,0.02,0.0743,0,0,0
3271,B64-X46,0.09,0.0844,0,0,0
3272,B64-X46,0.17,0.181,0,0,0
3273,B64-X46,0.31,0.102,0,0,0
3274,B64-X46,0.29,0.102,0,0,0
3275,B64-X46,0.31,0.0538,0,0,0
3276,B64-X46,0.26,0.0442,0,0,0
3277,B64-X46,0.22,0.0234,0,0,0
3278,B64-X46,0.24,0.0227,0,0,0
3279,B64-X46,0.26,0.0367,0,0,0
3280,B64-X46,0.25,0.0377,0,0,0
3281,B64-X46,0.26,0.0376,0,0,0
3282,B64-X46,0.25,0.0292,0,0,0
3283,B64-X46,0.26,0.0289,0,0,0
3284,B64-X46,0.25,0.026,0,0,0
3285,B64-X46,0.25,0.0277,0,0,0
3286,B64-X46,0.26,0.0593,0,0,0
3287,B64-X46,0.24,0.0581,0,0,0
3288,B64-X46,0.24,0.0592,0,0,0
3289,B64-X46,0.25,0.0743,0,0,0
3290,B64-X46,0.32,0.0749,0,0,0
3291,B64-X46,0.39,0.0732,0,0,0
3292,B64-X46,0.46,0.0729,0,0,0
3293,B64-X46,0.53,0.0575,0,0,0
3294,B64-X46,0.57,0.0638,0,0,0
3295,B64-X46,0.62,0.0624,0,0,0
3296,B64-X46,0.67,0.0378,0,0,0
3297,B64-X46,0.7,0.183,0,0,0
3298,B64-X46,0.85,0.185,0,0,0
3299,B64-X46,1.01,0.18,0,0,0
3300,B64-X46,1.17,0.136,0,0,0
3301,B64-X46,1.3,0.123,0,0,0
3302,B64-X46,1.41,0.738,0,0,0
3303,B64-X46,1.93,2.02,0,0,0
3304,B64-X46,2.46,3.84,1,1,1
3305,B64-X46,4.75,4.51,1,1,1
3306,B64-X46,9.08,4.11,1,1,1
3307,B64-X46,13.01,2.77,1,1,1
3308,B64-X46,15.63,1.11,1,1,1
3309,B64-X46,16.66,0.915,1,1,1
3310,B64-X46,17.49,0.623,1,1,1
3311,B64-X46,18.06,0.613,1,1,1
3312,B64-X46,18.59,2.14,1,1,1
3313,B64-X46,20.61,0.88,1,1,1
3314,B64-X46,21.4,0.765,1,1,1
3315,B64-X46,22.1,0.359,1,1,1
3316,B64-X46,22.32,0.334,1,1,1
3317,B64-X46,22.63,0.991,1,1,1
3318,B64-X46,23.47,2.55,1,1,1
3319,B64-X46,25.9,0.551,1,1,1
3320,B64-X46,26.41,1.04,2,2,2
3321,B64-X46,25.88,0.101,2,2,2
3322,B64-X46,25.84,0.498,2,2,2
3323,B64-X46,26.24,0.457,2,2,2
3324,B64-X46,26.5,1.12,2,2,2
3325,B64-X46,25.66,0.532,2,2,2
3326,B64-X46,25.84,0.478,2,2,2
3327,B64-X46,25.6,0.437,2,2,2
3328,B64-X46,25.22,0.681,2,2,2
3329,B64-X46,25.36,0.459,2,2,2
3330,B64-X46,25.71,0.43,2,2,2
3331,B64-X46,26.1,0.492,2,2,2
3332,B64-X46,26.35,0.434,2,2,2
3333,B64-X46,26.7,0.114,2,2,2
3334,B64-X46,26.6,0.795,2,2,2
3335,B64-X46,27.36,1.01,2,2,2
3336,B64-X46,28.2,1.04,2,2,2
3337,B64-X46,29.0,0.973,2,2,2
3338,B64-X46,29.93,1.89,2,2,2
3339,B64-X46,31.45,1.13,2,2,2
3340,B64-X46,32.45,0.553,2,2,2
3341,B64-X46,32.92,0.558,2,2,2
3342,B64-X46,33.45,0.585,2,2,2
3343,B64-X46,33.45,0.585,2,2,2
