序号,转换后JH,JX,Dogleg Severity,status,origin_status_predict,status_predict
132,B16-X13,0.0,0.0,0,0,0
133,B16-X13,0.0,0.36,0,0,0
134,B16-X13,0.3,0.449,0,0,0
135,B16-X13,0.4,0.265,0,0,0
136,B16-X13,0.53,0.147,0,0,0
137,B16-X13,0.44,0.241,0,0,0
138,B16-X13,0.26,0.18,0,0,0
139,B16-X13,0.33,0.083,0,0,0
140,B16-X13,0.37,0.151,0,0,0
141,B16-X13,0.29,0.34,0,0,0
142,B16-X13,0.57,0.16,0,0,0
143,B16-X13,0.62,0.0,0,0,0
144,B16-X13,0.62,0.0,0,0,0
145,B16-X13,0.62,0.283,0,0,0
146,B16-X13,0.65,0.47,0,0,0
147,B16-X13,1.02,0.3,0,0,0
148,B16-X13,0.88,0.275,0,0,0
149,B16-X13,0.95,0.334,0,0,0
150,B16-X13,1.1,1.16,0,0,0
151,B16-X13,0.52,0.23,0,0,0
152,B16-X13,0.4,0.608,0,0,0
153,B16-X13,0.72,0.733,0,0,0
154,B16-X13,1.05,0.656,0,0,0
155,B16-X13,1.41,0.0939,0,0,0
156,B16-X13,1.32,0.117,0,0,0
157,B16-X13,1.21,0.211,0,0,0
158,B16-X13,1.01,2.28,0,0,0
159,B16-X13,2.11,4.39,1,1,1
160,B16-X13,3.47,4.4,1,1,1
161,B16-X13,4.88,5.62,1,1,1
162,B16-X13,6.66,5.25,1,1,1
163,B16-X13,8.33,4.83,1,1,1
164,B16-X13,9.86,5.47,1,1,1
165,B16-X13,11.59,4.67,1,1,1
166,B16-X13,13.07,4.86,1,1,1
167,B16-X13,14.53,4.65,1,1,1
168,B16-X13,15.86,3.97,1,1,1
169,B16-X13,17.01,4.13,1,1,1
170,B16-X13,18.32,4.18,1,1,1
171,B16-X13,19.65,4.02,1,1,1
172,B16-X13,20.92,4.75,1,1,1
173,B16-X13,22.06,4.64,1,1,1
174,B16-X13,23.18,4.61,1,1,1
175,B16-X13,24.35,4.23,1,1,1
176,B16-X13,25.69,4.24,1,1,1
177,B16-X13,27.03,3.7,1,1,1
178,B16-X13,28.21,4.06,1,1,1
179,B16-X13,29.02,3.04,1,1,1
180,B16-X13,30.01,0.16,2,1,1
181,B16-X13,29.98,0.109,2,2,2
182,B16-X13,29.95,0.158,2,2,2
183,B16-X13,29.93,0.671,2,2,2
184,B16-X13,29.29,0.697,2,2,2
185,B16-X13,28.63,0.635,2,2,2
186,B16-X13,28.04,0.293,2,2,2
187,B16-X13,27.76,0.176,2,2,2
188,B16-X13,27.62,0.0731,2,2,2
189,B16-X13,27.55,0.173,2,2,2
190,B16-X13,27.46,0.149,2,2,2
191,B16-X13,27.41,0.101,2,2,2
192,B16-X13,27.38,1.93,2,2,2
193,B16-X13,29.22,0.365,2,2,2
194,B16-X13,28.93,0.33,2,2,2
195,B16-X13,28.65,0.236,2,2,2
196,B16-X13,28.53,0.289,2,2,2
197,B16-X13,28.39,0.0722,2,2,2
198,B16-X13,28.44,0.0649,2,2,2
199,B16-X13,28.48,0.306,2,2,2
200,B16-X13,28.42,0.225,2,2,2
201,B16-X13,28.21,0.129,2,2,2
202,B16-X13,28.13,0.392,2,2,2
203,B16-X13,27.95,0.411,2,2,2
204,B16-X13,27.73,0.436,2,2,2
205,B16-X13,27.99,0.0581,2,2,2
206,B16-X13,28.02,0.101,2,2,2
207,B16-X13,28.04,0.614,2,2,2
208,B16-X13,28.61,0.464,2,2,2
209,B16-X13,28.9,0.461,2,2,2
210,B16-X13,29.18,0.741,2,2,2
211,B16-X13,29.49,0.736,2,2,2
212,B16-X13,29.62,2.22,2,2,2
213,B16-X13,31.2,0.827,2,2,2
214,B16-X13,30.45,2.27,2,2,2
215,B16-X13,31.86,1.83,2,2,2
216,B16-X13,33.57,1.54,2,2,2
217,B16-X13,32.12,0.571,2,2,2
218,B16-X13,31.99,1.34,2,2,2
219,B16-X13,32.7,0.787,2,2,2
220,B16-X13,32.12,2.62,2,2,2
221,B16-X13,32.8,1.15,2,2,2
222,B16-X13,33.89,1.42,2,2,2
223,B16-X13,32.64,1.45,2,2,2
224,B16-X13,31.38,1.86,2,2,2
225,B16-X13,29.62,1.01,2,2,2
226,B16-X13,30.45,2.86,2,2,2
227,B16-X13,27.95,1.85,3,3,3
228,B16-X13,26.28,1.92,3,3,3
229,B16-X13,26.98,1.37,3,3,3
230,B16-X13,26.02,2.01,3,3,3
231,B16-X13,24.19,2.46,3,3,3
232,B16-X13,22.02,3.19,3,3,3
233,B16-X13,19.03,2.7,3,3,3
234,B16-X13,16.88,2.46,3,3,3
235,B16-X13,14.94,2.81,3,3,3
236,B16-X13,12.51,2.74,3,3,3
