序号,转换后JH,JX,Dogleg Severity,status,origin_status_predict,status_predict
6825,BX434,0.0,0.681,0,0,0
6826,BX434,0.33,0.0286,0,0,0
6827,BX434,0.35,0.237,0,0,0
6828,BX434,0.26,0.493,0,0,0
6829,BX434,0.4,0.834,0,0,0
6830,BX434,0.99,3.68,0,0,0
6831,BX434,1.81,3.57,1,1,1
6832,BX434,2.92,3.15,1,1,1
6833,BX434,3.9,3.54,1,1,1
6834,BX434,5.0,3.55,1,1,1
6835,BX434,6.1,3.72,1,1,1
6836,BX434,7.25,3.73,1,1,1
6837,BX434,8.4,3.61,1,1,1
6838,BX434,9.52,3.61,1,1,1
6839,BX434,10.64,3.62,1,1,1
6840,BX434,11.8,3.69,1,1,1
6841,BX434,12.9,3.73,1,1,1
6842,BX434,14.0,4.09,1,1,1
6843,BX434,15.21,3.79,1,1,1
6844,BX434,16.42,3.76,1,1,1
6845,BX434,17.63,3.79,1,1,1
6846,BX434,18.83,3.76,1,1,1
6847,BX434,20.04,3.76,1,1,1
6848,BX434,21.24,3.75,1,1,1
6849,BX434,22.44,3.75,1,1,1
6850,BX434,23.64,3.78,1,1,1
6851,BX434,24.85,3.75,1,1,1
6852,BX434,26.05,3.77,1,1,1
6853,BX434,27.24,3.79,1,1,1
6854,BX434,28.46,3.79,1,1,1
6855,BX434,29.68,2.79,1,1,1
6856,BX434,32.34,0.746,1,1,1
6857,BX434,33.0,0.335,2,2,2
6858,BX434,32.83,1.82,2,2,2
6859,BX434,34.54,0.971,2,2,2
6860,BX434,35.16,1.25,2,2,2
6861,BX434,34.37,1.03,2,2,2
6862,BX434,33.4,1.04,2,2,2
6863,BX434,32.43,2.75,2,2,2
6864,BX434,34.98,0.807,2,2,2
6865,BX434,34.28,0.817,2,2,2
6866,BX434,33.57,0.826,2,2,2
6867,BX434,32.87,1.29,2,2,2
6868,BX434,33.36,1.26,2,2,2
6869,BX434,33.84,0.44,2,2,2
6870,BX434,33.48,0.472,2,2,2
6871,BX434,33.12,1.78,2,2,2
6872,BX434,34.8,1.8,2,2,2
6873,BX434,36.5,0.424,2,2,2
6874,BX434,36.17,0.524,2,2,2
6875,BX434,35.81,0.521,2,2,2
6876,BX434,35.46,0.702,2,2,2
6877,BX434,36.11,0.695,2,2,2
6878,BX434,36.75,0.687,2,2,2
6879,BX434,37.4,0.406,2,2,2
6880,BX434,37.03,0.395,2,2,2
6881,BX434,36.67,0.403,2,2,2
6882,BX434,36.3,0.476,2,2,2
6883,BX434,35.95,0.484,2,2,2
6884,BX434,35.59,0.474,2,2,2
6885,BX434,35.24,0.31,2,2,2
6886,BX434,35.43,0.275,2,2,2
6887,BX434,35.63,0.314,2,2,2
6888,BX434,35.82,0.264,2,2,2
6889,BX434,35.72,0.269,2,2,2
6890,BX434,35.61,0.264,2,2,2
6891,BX434,35.51,0.442,2,2,2
6892,BX434,35.27,0.435,2,2,2
6893,BX434,35.04,0.435,2,2,2
6894,BX434,34.8,1.14,2,2,2
6895,BX434,34.62,1.14,2,2,2
6896,BX434,34.45,0.512,2,2,2
6897,BX434,34.73,0.508,2,2,2
6898,BX434,35.01,0.564,2,2,2
6899,BX434,35.29,0.515,2,2,2
6900,BX434,35.01,0.461,2,2,2
6901,BX434,34.73,0.459,2,2,2
6902,BX434,34.45,0.36,2,2,2
6903,BX434,34.79,0.347,2,2,2
6904,BX434,35.12,0.372,2,2,2
6905,BX434,35.46,0.185,2,2,2
6906,BX434,35.42,0.132,2,2,2
6907,BX434,35.37,0.187,2,2,2
6908,BX434,35.33,0.379,2,2,2
6909,BX434,35.11,0.381,2,2,2
6910,BX434,34.89,0.375,2,2,2
6911,BX434,34.67,1.03,2,2,2
6912,BX434,35.66,1.03,2,2,2
6913,BX434,36.65,0.537,2,2,2
6914,BX434,36.14,0.532,2,2,2
6915,BX434,35.63,0.539,2,2,2
6916,BX434,35.11,0.162,2,2,2
6917,BX434,35.11,0.156,2,2,2
6918,BX434,35.11,0.163,2,2,2
6919,BX434,35.11,0.168,2,2,2
6920,BX434,34.96,0.177,2,2,2
6921,BX434,34.8,0.343,2,2,2
6922,BX434,34.99,0.345,2,2,2
6923,BX434,35.19,0.343,2,2,2
6924,BX434,35.38,0.148,2,2,2
6925,BX434,35.51,0.149,2,2,2
6926,BX434,35.64,0.148,2,2,2
6927,BX434,35.77,0.678,2,2,2
6928,BX434,35.12,0.672,2,2,2
6929,BX434,34.48,0.671,2,2,2
6930,BX434,33.84,0.235,2,2,2
6931,BX434,34.06,0.235,2,2,2
6932,BX434,34.28,0.236,2,2,2
6933,BX434,34.5,0.777,2,2,2
6934,BX434,35.04,0.782,2,2,2
6935,BX434,35.58,0.791,2,2,2
6936,BX434,36.12,0.913,2,2,2
6937,BX434,35.39,0.912,2,2,2
6938,BX434,34.66,0.903,2,2,2
6939,BX434,33.93,0.532,2,2,2
6940,BX434,34.44,0.532,2,2,2
6941,BX434,34.95,0.53,2,2,2
6942,BX434,35.46,0.344,2,2,2
6943,BX434,35.3,0.673,2,2,2
6944,BX434,35.0,0.673,2,2,2
6945,BX434,34.7,0.645,2,2,2
6946,BX434,34.45,1.29,2,2,2
