序号,转换后JH,JX,Dogleg Severity,status,origin_status_predict,status_predict
533,B16-X20,0.0,0.322,0,0,0
534,B16-X20,0.32,0.354,0,0,0
535,B16-X20,0.66,0.347,0,0,0
536,B16-X20,0.53,0.356,0,0,0
537,B16-X20,0.26,0.155,0,0,0
538,B16-X20,0.4,0.254,0,0,0
539,B16-X20,0.63,0.203,0,0,0
540,B16-X20,0.79,1.62,0,0,0
541,B16-X20,1.71,3.38,0,0,0
542,B16-X20,4.92,2.47,1,1,1
543,B16-X20,7.16,3.26,1,1,1
544,B16-X20,9.76,3.82,1,1,1
545,B16-X20,12.44,3.52,1,1,1
546,B16-X20,12.76,3.44,1,1,1
547,B16-X20,13.01,4.39,1,1,1
548,B16-X20,13.32,3.79,1,1,1
549,B16-X20,14.03,4.35,1,1,1
550,B16-X20,14.75,4.17,1,1,1
551,B16-X20,15.51,4.5,1,1,1
552,B16-X20,16.49,4.49,1,1,1
553,B16-X20,17.38,4.79,1,1,1
554,B16-X20,18.33,4.02,1,1,1
555,B16-X20,19.36,4.84,1,1,1
556,B16-X20,20.38,3.96,1,1,1
557,B16-X20,21.4,5.55,1,1,1
558,B16-X20,22.98,4.42,1,1,1
559,B16-X20,24.13,4.6,1,1,1
560,B16-X20,25.33,5.37,1,1,1
561,B16-X20,26.98,5.06,1,1,1
562,B16-X20,28.52,5.52,1,1,1
563,B16-X20,30.23,4.87,1,1,1
564,B16-X20,31.61,4.94,1,1,1
565,B16-X20,32.99,4.98,1,1,1
566,B16-X20,34.37,4.66,1,1,1
567,B16-X20,35.82,5.18,1,1,1
568,B16-X20,37.43,4.84,1,1,1
569,B16-X20,38.94,5.69,1,1,1
570,B16-X20,40.72,5.08,1,1,1
571,B16-X20,42.29,5.7,1,1,1
572,B16-X20,44.08,0.599,1,1,1
573,B16-X20,44.21,0.739,2,2,2
574,B16-X20,44.3,1.03,2,2,2
575,B16-X20,45.26,0.402,2,2,2
576,B16-X20,45.08,0.346,2,2,2
577,B16-X20,44.91,0.0968,2,2,2
578,B16-X20,44.85,0.259,2,2,2
579,B16-X20,44.72,0.3,2,2,2
580,B16-X20,44.78,0.145,2,2,2
581,B16-X20,44.76,0.146,2,2,2
582,B16-X20,44.76,0.0209,2,2,2
583,B16-X20,44.78,0.242,2,2,2
584,B16-X20,44.56,0.22,2,2,2
585,B16-X20,44.35,0.239,2,2,2
586,B16-X20,44.17,0.173,2,2,2
587,B16-X20,44.02,0.136,2,2,2
588,B16-X20,43.91,0.163,2,2,2
589,B16-X20,43.77,0.15,2,2,2
590,B16-X20,43.81,0.0896,2,2,2
591,B16-X20,43.86,0.163,2,2,2
592,B16-X20,43.72,0.154,2,2,2
593,B16-X20,43.59,0.272,2,2,2
594,B16-X20,43.43,0.322,2,2,2
595,B16-X20,43.29,0.201,2,2,2
596,B16-X20,43.11,0.373,2,2,2
597,B16-X20,43.46,1.53,2,2,2
598,B16-X20,44.08,0.346,2,2,2
599,B16-X20,44.38,0.478,2,2,2
600,B16-X20,44.56,0.622,2,2,2
601,B16-X20,45.04,0.445,2,2,2
602,B16-X20,44.72,0.659,2,2,2
603,B16-X20,44.43,0.75,2,2,2
604,B16-X20,45.09,1.78,2,2,2
605,B16-X20,43.73,0.372,2,2,2
606,B16-X20,44.08,0.964,2,2,2
607,B16-X20,45.0,0.816,2,2,2
608,B16-X20,44.3,0.135,2,2,2
609,B16-X20,44.17,0.473,2,2,2
610,B16-X20,44.34,0.73,2,2,2
611,B16-X20,45.04,0.934,2,2,2
612,B16-X20,45.83,2.19,2,2,2
613,B16-X20,46.1,0.251,2,2,2
614,B16-X20,46.34,0.261,2,2,2
615,B16-X20,46.58,0.689,2,2,2
616,B16-X20,46.63,1.25,2,2,2
617,B16-X20,47.75,1.47,2,2,2
618,B16-X20,46.41,2.96,2,2,2
619,B16-X20,45.02,0.695,2,2,2
