序号,转换后JH,JX,Dogleg Severity,status,origin_status_predict,status_predict
5853,Z80-X6,0.0,0.455,0,0,0
5854,Z80-X6,0.33,0.0396,0,0,0
5855,Z80-X6,0.35,0.119,0,0,0
5856,Z80-X6,0.44,0.0614,0,0,0
5857,Z80-X6,0.41,0.0847,0,0,0
5858,Z80-X6,0.45,0.067,0,0,0
5859,Z80-X6,0.4,0.247,0,0,0
5860,Z80-X6,0.57,0.183,0,0,0
5861,Z80-X6,0.65,0.376,0,0,0
5862,Z80-X6,0.79,0.0824,0,0,0
5863,Z80-X6,0.72,0.058,0,0,0
5864,Z80-X6,0.68,0.0721,0,0,0
5865,Z80-X6,0.62,0.0591,0,0,0
5866,Z80-X6,0.58,0.0863,0,0,0
5867,Z80-X6,0.53,0.163,0,0,0
5868,Z80-X6,0.66,0.112,0,0,0
5869,Z80-X6,0.56,0.0706,0,0,0
5870,Z80-X6,0.5,0.147,0,0,0
5871,Z80-X6,0.48,0.342,0,0,0
5872,Z80-X6,0.15,0.0846,0,0,0
5873,Z80-X6,0.07,0.0311,0,0,0
5874,Z80-X6,0.1,0.193,0,0,0
5875,Z80-X6,0.1,0.0101,0,0,0
5876,Z80-X6,0.1,0.726,0,0,0
5877,Z80-X6,0.8,0.408,0,0,0
5878,Z80-X6,1.14,0.479,0,0,0
5879,Z80-X6,1.32,0.486,0,0,0
5880,Z80-X6,1.05,0.104,0,0,0
5881,Z80-X6,0.95,0.1,0,0,0
5882,Z80-X6,0.85,0.0927,0,0,0
5883,Z80-X6,0.76,0.104,0,0,0
5884,Z80-X6,0.66,0.453,0,0,0
5885,Z80-X6,1.09,0.307,0,0,0
5886,Z80-X6,1.38,0.311,0,0,0
5887,Z80-X6,1.67,0.315,0,0,0
5888,Z80-X6,1.96,0.516,0,0,0
5889,Z80-X6,1.64,0.608,0,0,0
5890,Z80-X6,1.13,1.2,0,0,0
5891,Z80-X6,0.1,0.817,0,0,0
5892,Z80-X6,0.79,0.927,0,0,0
5893,Z80-X6,1.58,0.158,0,0,0
5894,Z80-X6,1.71,0.159,0,0,0
5895,Z80-X6,1.63,0.676,0,0,0
5896,Z80-X6,2.15,0.449,0,0,0
5897,Z80-X6,1.85,0.326,0,0,0
5898,Z80-X6,1.54,0.135,0,0,0
5899,Z80-X6,1.45,0.156,0,0,0
5900,Z80-X6,1.52,0.157,0,0,0
5901,Z80-X6,1.58,0.17,0,0,0
5902,Z80-X6,1.63,0.162,0,0,0
5903,Z80-X6,1.78,0.163,0,0,0
5904,Z80-X6,1.93,0.242,0,0,0
5905,Z80-X6,1.89,0.187,0,0,0
5906,Z80-X6,2.07,0.28,0,0,0
5907,Z80-X6,2.33,0.016,0,0,0
5908,Z80-X6,2.33,0.0152,0,0,0
5909,Z80-X6,2.33,2.35,0,0,0
5910,Z80-X6,3.1,3.32,1,1,1
5911,Z80-X6,4.2,3.95,1,1,1
5912,Z80-X6,5.51,3.82,1,1,1
5913,Z80-X6,6.76,3.89,1,1,1
5914,Z80-X6,8.01,3.37,1,1,1
5915,Z80-X6,9.05,3.39,1,1,1
5916,Z80-X6,10.09,3.41,1,1,1
5917,Z80-X6,11.12,3.9,1,1,1
5918,Z80-X6,12.22,3.97,1,1,1
5919,Z80-X6,13.31,3.8,1,1,1
5920,Z80-X6,14.3,3.36,1,1,1
5921,Z80-X6,15.2,3.42,1,1,1
5922,Z80-X6,16.1,3.48,1,1,1
5923,Z80-X6,17.0,3.99,1,1,1
5924,Z80-X6,18.0,3.99,1,1,1
5925,Z80-X6,19.0,4.0,1,1,1
5926,Z80-X6,19.92,3.21,1,1,1
5927,Z80-X6,23.0,0.819,1,1,1
5928,Z80-X6,23.1,0.111,1,1,1
5929,Z80-X6,23.2,0.559,1,1,1
5930,Z80-X6,23.73,0.56,1,1,1
5931,Z80-X6,24.26,0.42,1,1,1
5932,Z80-X6,24.63,0.406,1,1,1
5933,Z80-X6,25.0,0.525,1,1,1
5934,Z80-X6,25.49,0.497,1,1,1
5935,Z80-X6,25.97,0.425,1,1,1
5936,Z80-X6,26.37,0.407,1,1,1
5937,Z80-X6,26.76,0.562,1,1,1
5938,Z80-X6,27.27,0.572,1,1,1
5939,Z80-X6,27.79,0.563,1,1,1
5940,Z80-X6,28.3,0.386,1,1,1
5941,Z80-X6,28.66,0.497,1,1,1
5942,Z80-X6,29.13,0.498,1,1,1
5943,Z80-X6,29.6,0.498,1,1,1
5944,Z80-X6,30.07,0.811,1,1,1
5945,Z80-X6,30.81,0.822,1,1,1
5946,Z80-X6,31.56,0.814,1,1,1
5947,Z80-X6,32.3,0.507,1,1,1
5948,Z80-X6,32.74,0.49,1,1,1
5949,Z80-X6,33.2,0.541,1,1,1
5950,Z80-X6,33.71,0.27,1,2,2
5951,Z80-X6,33.97,0.549,2,2,2
5952,Z80-X6,34.5,0.521,2,2,2
5953,Z80-X6,35.0,0.207,2,2,2
5954,Z80-X6,35.2,0.104,2,2,2
5955,Z80-X6,35.3,0.361,2,2,2
5956,Z80-X6,35.33,2.55,2,2,2
5957,Z80-X6,32.87,1.27,2,2,2
5958,Z80-X6,34.1,0.625,2,2,2
5959,Z80-X6,34.7,0.621,2,2,2
5960,Z80-X6,35.3,0.779,2,2,2
5961,Z80-X6,35.3,0.726,2,2,2
5962,Z80-X6,35.0,0.672,2,2,2
5963,Z80-X6,35.3,1.23,2,2,2
5964,Z80-X6,35.0,1.04,2,2,2
5965,Z80-X6,34.0,0.531,2,2,2
5966,Z80-X6,34.5,0.512,2,2,2
5967,Z80-X6,34.98,2.66,2,2,2
5968,Z80-X6,32.5,1.85,3,3,3
5969,Z80-X6,30.85,0.233,3,3,3
5970,Z80-X6,30.65,0.28,3,3,3
5971,Z80-X6,30.4,0.348,3,3,3
