序号,转换后JH,JX,Dogleg Severity,status,origin_status_predict,status_predict
2703,B64-X26,0.0,0.094,0,0,0
2704,B64-X26,0.66,0.0947,0,0,0
2705,B64-X26,0.75,0.0838,0,0,0
2706,B64-X26,0.68,0.149,0,0,0
2707,B64-X26,0.55,0.238,0,0,0
2708,B64-X26,0.48,0.297,0,0,0
2709,B64-X26,0.57,0.338,0,0,0
2710,B64-X26,0.83,0.0697,0,0,0
2711,B64-X26,0.89,0.0946,0,0,0
2712,B64-X26,0.88,0.115,0,0,0
2713,B64-X26,0.99,0.149,0,0,0
2714,B64-X26,0.96,0.135,0,0,0
2715,B64-X26,1.01,0.312,0,0,0
2716,B64-X26,0.74,0.254,0,0,0
2717,B64-X26,0.72,0.323,0,0,0
2718,B64-X26,0.59,0.146,0,0,0
2719,B64-X26,0.69,0.0627,0,0,0
2720,B64-X26,0.63,0.0956,0,0,0
2721,B64-X26,0.54,0.0976,0,0,0
2722,B64-X26,0.45,0.128,0,0,0
2723,B64-X26,0.42,0.105,0,0,0
2724,B64-X26,0.36,0.363,0,0,0
2725,B64-X26,0.29,0.231,0,0,0
2726,B64-X26,0.4,0.0499,0,0,0
2727,B64-X26,0.42,0.0479,0,0,0
2728,B64-X26,0.4,0.0434,0,0,0
2729,B64-X26,0.43,0.281,0,0,0
2730,B64-X26,0.41,0.326,0,0,0
2731,B64-X26,0.44,0.777,0,0,0
2732,B64-X26,1.08,0.0861,0,0,0
2733,B64-X26,1.01,0.0753,0,0,0
2734,B64-X26,1.08,0.474,0,0,0
2735,B64-X26,0.86,0.11,0,0,0
2736,B64-X26,0.91,0.397,0,0,0
2737,B64-X26,1.11,0.514,0,0,0
2738,B64-X26,1.52,0.0377,0,0,0
2739,B64-X26,1.49,0.0181,0,0,0
2740,B64-X26,1.5,0.0944,0,0,0
2741,B64-X26,1.51,0.095,0,0,0
2742,B64-X26,1.6,0.11,0,0,0
2743,B64-X26,1.69,0.282,0,0,0
2744,B64-X26,1.46,0.0198,0,0,0
2745,B64-X26,1.45,0.175,0,0,0
2746,B64-X26,1.59,0.378,0,0,0
2747,B64-X26,1.38,0.333,0,0,0
2748,B64-X26,1.07,0.33,0,0,0
2749,B64-X26,0.87,0.0371,0,0,0
2750,B64-X26,0.86,1.25,0,0,0
2751,B64-X26,0.87,0.827,0,0,0
2752,B64-X26,1.06,0.471,0,0,0
2753,B64-X26,0.9,0.307,0,0,0
2754,B64-X26,0.94,3.82,0,0,0
2755,B64-X26,3.47,4.87,1,1,1
2756,B64-X26,6.72,2.38,1,1,1
2757,B64-X26,8.13,0.54,1,1,1
2758,B64-X26,7.95,2.99,1,1,1
2759,B64-X26,9.76,5.03,1,1,1
2760,B64-X26,12.96,4.17,1,1,1
2761,B64-X26,15.56,3.18,1,1,1
2762,B64-X26,17.58,0.329,1,1,1
2763,B64-X26,17.89,0.286,1,1,1
2764,B64-X26,18.06,3.73,1,1,1
2765,B64-X26,20.43,1.45,1,1,1
2766,B64-X26,21.36,0.104,1,1,1
2767,B64-X26,21.46,0.295,1,1,1
2768,B64-X26,21.58,0.497,1,1,1
2769,B64-X26,21.14,3.52,1,1,1
2770,B64-X26,24.42,1.28,1,1,1
2771,B64-X26,23.25,0.806,2,2,2
2772,B64-X26,22.5,0.239,2,2,2
2773,B64-X26,22.5,0.284,2,2,2
2774,B64-X26,22.46,1.24,2,2,2
2775,B64-X26,21.71,0.611,2,2,2
2776,B64-X26,21.16,0.828,2,2,2
2777,B64-X26,20.61,0.227,2,2,2
2778,B64-X26,20.8,1.17,2,2,2
2779,B64-X26,19.73,0.462,2,2,2
2780,B64-X26,19.49,0.351,2,2,2
2781,B64-X26,19.34,0.342,2,2,2
2782,B64-X26,19.2,0.463,2,2,2
2783,B64-X26,18.98,0.315,2,2,2
2784,B64-X26,19.25,0.14,2,2,2
2785,B64-X26,19.16,0.0,2,2,2
2786,B64-X26,19.16,0.0,2,2,2
