序号,转换后JH,JX,Dogleg Severity,status,origin_status_predict,status_predict
5548,Z80-X2,0.0,0.124,0,0,0
5549,Z80-X2,0.09,0.0346,0,0,0
5550,Z80-X2,0.12,0.0357,0,0,0
5551,Z80-X2,0.15,0.0379,0,0,0
5552,Z80-X2,0.18,0.0546,0,0,0
5553,Z80-X2,0.23,0.0647,0,0,0
5554,Z80-X2,0.29,0.0519,0,0,0
5555,Z80-X2,0.34,0.0623,0,0,0
5556,Z80-X2,0.4,0.115,0,0,0
5557,Z80-X2,0.3,0.214,0,0,0
5558,Z80-X2,0.5,0.173,0,0,0
5559,Z80-X2,0.35,0.0393,0,0,0
5560,Z80-X2,0.36,0.0404,0,0,0
5561,Z80-X2,0.37,0.0395,0,0,0
5562,Z80-X2,0.37,0.0414,0,0,0
5563,Z80-X2,0.38,0.0424,0,0,0
5564,Z80-X2,0.39,0.0434,0,0,0
5565,Z80-X2,0.4,0.208,0,0,0
5566,Z80-X2,0.6,0.207,0,0,0
5567,Z80-X2,0.8,0.122,0,0,0
5568,Z80-X2,0.7,0.0861,0,0,0
5569,Z80-X2,0.7,0.0738,0,0,0
5570,Z80-X2,0.66,0.125,0,0,0
5571,Z80-X2,0.63,0.15,0,0,0
5572,Z80-X2,0.55,0.0724,0,0,0
5573,Z80-X2,0.51,0.0942,0,0,0
5574,Z80-X2,0.53,0.0596,0,0,0
5575,Z80-X2,0.48,0.135,0,0,0
5576,Z80-X2,0.35,0.0519,0,0,0
5577,Z80-X2,0.3,0.0846,0,0,0
5578,Z80-X2,0.22,0.0429,0,0,0
5579,Z80-X2,0.18,0.389,0,0,0
5580,Z80-X2,0.55,0.164,0,0,0
5581,Z80-X2,0.68,0.17,0,0,0
5582,Z80-X2,0.83,0.29,0,0,0
5583,Z80-X2,0.78,0.404,0,0,0
5584,Z80-X2,0.71,0.289,0,0,0
5585,Z80-X2,0.7,0.22,0,0,0
5586,Z80-X2,0.88,0.113,0,0,0
5587,Z80-X2,0.95,0.198,0,0,0
5588,Z80-X2,1.12,0.253,0,0,0
5589,Z80-X2,1.36,0.0982,0,0,0
5590,Z80-X2,1.45,0.143,0,0,0
5591,Z80-X2,1.52,0.149,0,0,0
5592,Z80-X2,1.63,0.753,0,0,0
5593,Z80-X2,1.91,0.606,0,0,0
5594,Z80-X2,2.33,0.104,0,0,0
5595,Z80-X2,2.23,0.0861,0,0,0
5596,Z80-X2,2.2,1.23,0,0,0
5597,Z80-X2,2.25,0.584,0,0,0
5598,Z80-X2,2.81,0.106,0,0,0
5599,Z80-X2,2.88,0.237,0,0,0
5600,Z80-X2,2.91,0.0116,0,0,0
5601,Z80-X2,2.92,0.0214,0,0,0
5602,Z80-X2,2.94,0.0116,0,0,0
5603,Z80-X2,2.95,0.0934,0,0,0
5604,Z80-X2,2.98,3.34,0,0,0
5605,Z80-X2,4.08,3.72,1,1,1
5606,Z80-X2,5.3,3.5,1,1,1
5607,Z80-X2,6.43,3.69,1,1,1
5608,Z80-X2,7.56,3.75,1,1,1
5609,Z80-X2,8.7,3.15,1,1,1
5610,Z80-X2,9.7,3.15,1,1,1
5611,Z80-X2,10.7,3.18,1,1,1
5612,Z80-X2,11.7,3.16,1,1,1
5613,Z80-X2,12.68,3.16,1,1,1
5614,Z80-X2,13.65,3.21,1,1,1
5615,Z80-X2,14.63,2.98,1,1,1
5616,Z80-X2,15.58,3.06,1,1,1
5617,Z80-X2,16.56,3.08,1,1,1
5618,Z80-X2,17.55,3.05,1,1,1
5619,Z80-X2,18.5,3.11,1,1,1
5620,Z80-X2,19.48,3.17,1,1,1
5621,Z80-X2,20.45,3.62,1,1,1
5622,Z80-X2,21.6,3.5,1,1,1
5623,Z80-X2,22.72,3.48,1,1,1
5624,Z80-X2,23.82,0.524,1,1,1
5625,Z80-X2,24.12,0.632,1,1,1
5626,Z80-X2,24.57,0.206,1,1,1
5627,Z80-X2,24.75,0.135,1,1,1
5628,Z80-X2,24.85,0.225,1,1,1
5629,Z80-X2,25.05,0.0486,1,1,1
5630,Z80-X2,25.03,0.0538,1,1,1
5631,Z80-X2,25.0,0.132,1,1,1
5632,Z80-X2,24.88,0.232,1,1,1
5633,Z80-X2,24.66,1.39,1,1,1
5634,Z80-X2,26.0,0.919,1,1,1
5635,Z80-X2,26.79,0.362,1,1,1
5636,Z80-X2,26.49,0.202,1,1,1
5637,Z80-X2,26.3,0.523,1,1,1
5638,Z80-X2,25.9,0.414,1,1,1
5639,Z80-X2,25.51,1.1,1,1,1
5640,Z80-X2,26.55,1.44,1,1,1
5641,Z80-X2,27.84,1.43,1,1,1
5642,Z80-X2,29.09,0.24,1,1,1
5643,Z80-X2,29.3,0.203,2,1,1
5644,Z80-X2,29.49,0.671,2,2,2
5645,Z80-X2,30.12,0.773,2,2,2
5646,Z80-X2,30.85,0.493,2,2,2
5647,Z80-X2,31.25,0.613,2,2,2
5648,Z80-X2,31.78,0.587,2,2,2
5649,Z80-X2,32.28,0.399,2,2,2
5650,Z80-X2,32.65,0.389,2,2,2
5651,Z80-X2,33.01,0.542,2,2,2
5652,Z80-X2,33.53,0.711,2,2,2
5653,Z80-X2,34.19,0.722,2,2,2
5654,Z80-X2,34.86,0.71,2,2,2
5655,Z80-X2,35.52,0.508,2,2,2
5656,Z80-X2,36.01,0.0617,2,2,2
5657,Z80-X2,36.0,1.87,2,2,2
5658,Z80-X2,34.2,2.26,2,2,2
5659,Z80-X2,32.02,0.52,2,2,2
5660,Z80-X2,32.51,0.563,2,2,2
5661,Z80-X2,33.05,0.367,2,2,2
5662,Z80-X2,33.4,0.215,2,2,2
5663,Z80-X2,33.6,0.128,2,2,2
5664,Z80-X2,33.71,0.155,2,2,2
5665,Z80-X2,33.81,0.146,2,2,2
5666,Z80-X2,33.94,0.214,2,2,2
5667,Z80-X2,34.06,0.105,2,2,2
5668,Z80-X2,33.96,0.116,2,2,2
5669,Z80-X2,33.85,0.105,2,2,2
5670,Z80-X2,33.75,0.232,2,2,2
5671,Z80-X2,33.6,0.126,2,2,2
5672,Z80-X2,33.55,0.466,2,2,2
5673,Z80-X2,33.13,0.317,2,2,2
5674,Z80-X2,32.83,0.311,2,2,2
5675,Z80-X2,32.53,0.29,2,2,2
5676,Z80-X2,32.35,0.214,2,2,2
5677,Z80-X2,32.22,0.839,2,2,2
5678,Z80-X2,31.5,2.62,3,3,3
5679,Z80-X2,29.0,0.704,3,3,3
5680,Z80-X2,28.52,0.114,3,3,3
5681,Z80-X2,28.41,0.257,3,3,3
5682,Z80-X2,28.18,0.237,3,3,3
5683,Z80-X2,28.0,2.27,3,3,3
5684,Z80-X2,25.86,2.31,3,3,3
5685,Z80-X2,23.64,0.694,3,3,3
5686,Z80-X2,23.0,0.461,3,3,3
5687,Z80-X2,22.6,0.593,3,3,3
5688,Z80-X2,22.06,1.12,3,3,3
5689,Z80-X2,21.0,1.07,3,3,3
5690,Z80-X2,20.0,1.09,3,3,3
5691,Z80-X2,19.0,0.989,3,3,3
5692,Z80-X2,18.1,0.798,3,3,3
5693,Z80-X2,17.33,0.79,3,3,3
5694,Z80-X2,16.57,0.322,3,3,3
5695,Z80-X2,16.5,0.421,3,3,3
5696,Z80-X2,16.25,0.297,3,3,3
5697,Z80-X2,16.0,0.576,3,3,3
5698,Z80-X2,15.5,0.422,3,3,3
5699,Z80-X2,15.5,0.422,3,3,3
