序号,转换后JH,JX,Dogleg Severity,status,origin_status_predict,status_predict
671,B16-X21,0.0,0.211,0,0,0
672,B16-X21,0.21,0.144,0,0,0
673,B16-X21,0.35,0.453,0,0,0
674,B16-X21,0.79,0.0959,0,0,0
675,B16-X21,0.73,0.139,0,0,0
676,B16-X21,0.62,1.29,0,0,0
677,B16-X21,0.62,0.0561,0,0,0
678,B16-X21,0.66,0.0576,0,0,0
679,B16-X21,0.7,0.183,0,0,0
680,B16-X21,0.77,0.188,0,0,0
681,B16-X21,0.82,0.203,0,0,0
682,B16-X21,0.88,0.167,0,0,0
683,B16-X21,0.72,0.115,0,0,0
684,B16-X21,0.61,0.152,0,0,0
685,B16-X21,0.48,0.559,0,0,0
686,B16-X21,0.5,2.63,0,0,0
687,B16-X21,2.02,2.66,1,1,1
688,B16-X21,2.87,2.81,1,1,1
689,B16-X21,3.76,3.93,1,1,1
690,B16-X21,5.01,4.08,1,1,1
691,B16-X21,6.31,3.76,1,1,1
692,B16-X21,7.52,3.71,1,1,1
693,B16-X21,8.7,4.11,1,1,1
694,B16-X21,10.01,4.26,1,1,1
695,B16-X21,11.36,4.55,1,1,1
696,B16-X21,12.81,5.31,1,1,1
697,B16-X21,14.5,5.16,1,1,1
698,B16-X21,16.13,4.7,1,1,1
699,B16-X21,17.62,4.34,1,1,1
700,B16-X21,18.9,4.3,1,1,1
701,B16-X21,20.15,3.97,1,1,1
702,B16-X21,21.27,4.44,1,1,1
703,B16-X21,22.65,4.32,1,1,1
704,B16-X21,23.98,4.56,1,1,1
705,B16-X21,25.4,4.91,1,1,1
706,B16-X21,26.96,5.19,1,1,1
707,B16-X21,28.62,4.79,1,1,1
708,B16-X21,30.15,4.79,1,1,1
709,B16-X21,31.67,5.07,1,1,1
710,B16-X21,33.29,4.75,1,1,1
711,B16-X21,34.8,1.42,1,1,1
712,B16-X21,35.24,1.18,2,2,2
713,B16-X21,35.61,0.871,2,2,2
714,B16-X21,35.86,0.207,2,2,2
715,B16-X21,36.02,0.157,2,2,2
716,B16-X21,36.17,0.336,2,2,2
717,B16-X21,35.95,0.201,2,2,2
718,B16-X21,35.86,0.63,2,2,2
719,B16-X21,35.28,0.517,2,2,2
720,B16-X21,34.8,0.168,2,2,2
721,B16-X21,34.64,0.933,2,2,2
722,B16-X21,35.53,1.18,2,2,2
723,B16-X21,34.41,0.54,2,2,2
724,B16-X21,34.02,0.627,2,2,2
725,B16-X21,33.49,0.312,2,2,2
726,B16-X21,33.24,0.229,2,2,2
727,B16-X21,33.05,1.04,2,2,2
728,B16-X21,32.11,0.753,2,2,2
729,B16-X21,31.46,2.35,2,2,2
730,B16-X21,33.62,0.372,2,2,2
731,B16-X21,33.28,0.38,2,2,2
732,B16-X21,32.92,0.641,2,2,2
733,B16-X21,32.78,0.68,2,2,2
734,B16-X21,32.74,0.464,2,2,2
735,B16-X21,32.33,0.455,2,2,2
736,B16-X21,31.95,3.72,2,2,2
737,B16-X21,35.16,0.465,2,2,2
738,B16-X21,34.82,0.52,2,2,2
739,B16-X21,34.41,0.308,2,2,2
740,B16-X21,34.22,0.392,2,2,2
741,B16-X21,33.97,0.69,2,2,2
742,B16-X21,34.63,0.638,2,2,2
743,B16-X21,35.24,0.293,2,2,2
744,B16-X21,35.08,0.358,2,2,2
745,B16-X21,34.89,0.309,2,2,2
746,B16-X21,34.79,0.436,2,2,2
747,B16-X21,34.63,0.437,2,2,2
748,B16-X21,34.5,0.313,2,2,2
749,B16-X21,34.8,1.97,2,2,2
750,B16-X21,34.94,0.533,2,2,2
751,B16-X21,34.43,0.857,2,2,2
752,B16-X21,33.62,0.369,2,2,2
753,B16-X21,33.84,0.316,2,2,2
754,B16-X21,34.12,0.425,2,2,2
755,B16-X21,34.46,0.401,2,2,2
756,B16-X21,34.77,0.316,2,2,2
757,B16-X21,35.02,0.691,2,2,2
