序号,转换后JH,JX,Dogleg Severity,status,origin_status_predict,status_predict
3522,B64-X53,0.0,0.815,0,0,0
3523,B64-X53,0.33,0.158,0,0,0
3524,B64-X53,0.48,0.147,0,0,0
3525,B64-X53,0.36,0.116,0,0,0
3526,B64-X53,0.47,0.063,0,0,0
3527,B64-X53,0.53,0.194,0,0,0
3528,B64-X53,0.35,0.338,0,0,0
3529,B64-X53,0.67,0.22,0,0,0
3530,B64-X53,0.49,0.2,0,0,0
3531,B64-X53,0.68,0.179,0,0,0
3532,B64-X53,0.52,0.145,0,0,0
3533,B64-X53,0.39,0.516,0,0,0
3534,B64-X53,0.55,0.581,0,0,0
3535,B64-X53,0.3,0.319,0,0,0
3536,B64-X53,0.6,1.39,0,0,0
3537,B64-X53,1.9,5.15,1,1,1
3538,B64-X53,3.5,3.51,1,1,1
3539,B64-X53,4.6,3.86,1,1,1
3540,B64-X53,5.5,3.85,1,1,1
3541,B64-X53,6.6,3.49,1,1,1
3542,B64-X53,7.7,3.88,1,1,1
3543,B64-X53,8.9,3.44,1,1,1
3544,B64-X53,10.0,4.11,1,1,1
3545,B64-X53,11.3,3.19,1,1,1
3546,B64-X53,12.3,3.49,1,1,1
3547,B64-X53,13.4,5.81,1,1,1
3548,B64-X53,15.2,5.57,1,1,1
3549,B64-X53,17.0,3.49,1,1,1
3550,B64-X53,18.1,4.44,1,1,1
3551,B64-X53,19.5,4.99,1,1,1
3552,B64-X53,21.0,3.54,1,1,1
3553,B64-X53,22.1,2.55,1,1,1
3554,B64-X53,22.9,0.97,1,1,1
3555,B64-X53,23.2,2.59,1,1,1
3556,B64-X53,23.9,2.0,1,1,1
3557,B64-X53,24.5,4.45,1,1,1
3558,B64-X53,25.9,3.79,1,1,1
3559,B64-X53,27.1,3.48,1,1,1
3560,B64-X53,28.2,3.82,1,1,1
3561,B64-X53,29.4,4.61,1,1,1
3562,B64-X53,30.8,2.85,1,1,1
3563,B64-X53,31.7,2.71,1,1,1
3564,B64-X53,32.5,2.25,1,1,1
3565,B64-X53,33.2,1.59,1,1,1
3566,B64-X53,33.7,1.57,1,1,1
3567,B64-X53,34.2,3.5,1,1,1
3568,B64-X53,35.3,5.37,1,1,1
3569,B64-X53,37.0,4.43,1,1,1
3570,B64-X53,38.4,1.13,1,1,1
3571,B64-X53,38.75,1.11,2,2,2
3572,B64-X53,39.1,0.941,2,2,2
3573,B64-X53,38.2,0.651,2,2,2
3574,B64-X53,37.7,0.0643,2,2,2
3575,B64-X53,37.7,0.54,2,2,2
3576,B64-X53,37.2,0.429,2,2,2
3577,B64-X53,36.8,0.545,2,2,2
3578,B64-X53,37.0,0.597,2,2,2
3579,B64-X53,37.3,0.276,2,2,2
3580,B64-X53,37.2,0.861,2,2,2
3581,B64-X53,37.4,0.849,2,2,2
3582,B64-X53,38.0,0.736,2,2,2
3583,B64-X53,37.3,0.532,2,2,2
3584,B64-X53,37.5,0.653,2,2,2
3585,B64-X53,37.6,0.917,2,2,2
3586,B64-X53,37.1,0.391,2,2,2
3587,B64-X53,37.0,2.12,2,2,2
3588,B64-X53,38.4,0.223,2,2,2
3589,B64-X53,38.3,0.124,2,2,2
3590,B64-X53,38.2,0.732,2,2,2
3591,B64-X53,37.6,0.544,2,2,2
3592,B64-X53,37.3,0.0,2,2,2
3593,B64-X53,37.3,0.329,2,2,2
3594,B64-X53,37.1,0.511,2,2,2
3595,B64-X53,37.0,0.439,2,2,2
3596,B64-X53,37.0,0.274,2,2,2
3597,B64-X53,36.9,1.53,2,2,2
3598,B64-X53,37.1,1.05,2,2,2
3599,B64-X53,38.1,0.8,2,2,2
3600,B64-X53,38.8,1.24,2,2,2
3601,B64-X53,39.7,1.23,2,2,2
3602,B64-X53,38.5,0.644,2,2,2
3603,B64-X53,39.1,1.41,2,2,2
3604,B64-X53,38.2,0.763,2,2,2
3605,B64-X53,37.5,0.276,2,2,2
3606,B64-X53,37.4,0.995,2,2,2
3607,B64-X53,38.0,0.281,2,2,2
3608,B64-X53,38.1,0.445,2,2,2
3609,B64-X53,38.3,0.471,2,2,2
3610,B64-X53,38.4,0.662,2,2,2
3611,B64-X53,37.8,0.597,2,2,2
3612,B64-X53,38.1,0.972,2,2,2
3613,B64-X53,38.0,0.0644,2,2,2
3614,B64-X53,38.0,0.495,2,2,2
3615,B64-X53,38.4,0.551,2,2,2
3616,B64-X53,38.1,0.491,2,2,2
3617,B64-X53,37.7,0.368,2,2,2
3618,B64-X53,38.0,0.679,2,2,2
3619,B64-X53,38.2,0.903,2,2,2
3620,B64-X53,38.2,0.843,2,2,2
3621,B64-X53,37.4,0.164,2,2,2
3622,B64-X53,37.5,0.219,2,2,2
3623,B64-X53,37.3,0.282,2,2,2
3624,B64-X53,37.1,0.274,2,2,2
3625,B64-X53,37.2,0.524,2,2,2
3626,B64-X53,37.7,1.67,2,2,2
3627,B64-X53,39.3,0.217,2,2,2
3628,B64-X53,39.1,0.198,2,2,2
3629,B64-X53,39.1,0.282,2,2,2
3630,B64-X53,39.2,0.636,2,2,2
3631,B64-X53,38.6,0.387,2,2,2
3632,B64-X53,38.4,1.27,2,2,2
3633,B64-X53,38.6,0.55,2,2,2
3634,B64-X53,38.3,0.779,2,2,2
3635,B64-X53,37.8,0.948,2,2,2
3636,B64-X53,36.9,0.424,2,2,2
3637,B64-X53,36.5,0.846,2,2,2
3638,B64-X53,35.8,0.936,2,2,2
3639,B64-X53,34.9,0.756,2,3,2
3640,B64-X53,34.2,0.275,2,3,2
3641,B64-X53,34.0,0.237,2,3,2
3642,B64-X53,33.8,0.276,2,3,2
3643,B64-X53,33.6,0.276,2,3,2
