序号,转换后JH,JX,Dogleg Severity,status,origin_status_predict,status_predict
5235,B64-XG10,0.0,0.0699,0,0,0
5236,B64-XG10,0.54,0.711,0,0,0
5237,B64-XG10,0.53,0.568,0,0,0
5238,B64-XG10,0.38,0.0684,0,0,0
5239,B64-XG10,0.33,0.142,0,0,0
5240,B64-XG10,0.4,0.2,0,0,0
5241,B64-XG10,0.32,0.129,0,0,0
5242,B64-XG10,0.4,0.0927,0,0,0
5243,B64-XG10,0.44,0.0411,0,0,0
5244,B64-XG10,0.44,0.231,0,0,0
5245,B64-XG10,0.3,0.137,0,0,0
5246,B64-XG10,0.17,0.084,0,0,0
5247,B64-XG10,0.11,0.197,0,0,0
5248,B64-XG10,0.1,0.27,0,0,0
5249,B64-XG10,0.28,0.0351,0,0,0
5250,B64-XG10,0.31,0.385,0,0,0
5251,B64-XG10,0.36,0.173,0,0,0
5252,B64-XG10,0.45,0.0295,0,0,0
5253,B64-XG10,0.43,0.0911,0,0,0
5254,B64-XG10,0.38,0.123,0,0,0
5255,B64-XG10,0.27,0.322,0,0,0
5256,B64-XG10,0.17,0.247,0,0,0
5257,B64-XG10,0.32,0.0153,0,0,0
5258,B64-XG10,0.31,0.167,0,0,0
5259,B64-XG10,0.23,0.1,0,0,0
5260,B64-XG10,0.26,0.0454,0,0,0
5261,B64-XG10,0.24,0.0249,0,0,0
5262,B64-XG10,0.25,0.0987,0,0,0
5263,B64-XG10,0.25,0.139,0,0,0
5264,B64-XG10,0.38,0.0772,0,0,0
5265,B64-XG10,0.33,0.142,0,0,0
5266,B64-XG10,0.36,0.0871,0,0,0
5267,B64-XG10,0.37,0.0356,0,0,0
5268,B64-XG10,0.36,0.181,0,0,0
5269,B64-XG10,0.21,0.186,0,0,0
5270,B64-XG10,0.35,0.245,0,0,0
5271,B64-XG10,0.45,0.147,0,0,0
5272,B64-XG10,0.59,0.159,0,0,0
5273,B64-XG10,0.73,0.255,0,0,0
5274,B64-XG10,0.91,0.183,0,0,0
5275,B64-XG10,0.94,0.145,0,0,0
5276,B64-XG10,1.01,0.0123,0,0,0
5277,B64-XG10,1.02,0.168,0,0,0
5278,B64-XG10,1.18,0.312,0,0,0
5279,B64-XG10,1.47,0.21,0,0,0
5280,B64-XG10,1.63,0.409,0,0,0
5281,B64-XG10,1.42,0.463,0,0,0
5282,B64-XG10,1.49,0.235,0,0,0
5283,B64-XG10,1.39,0.147,0,0,0
5284,B64-XG10,1.53,0.24,0,0,0
5285,B64-XG10,1.7,0.199,0,0,0
5286,B64-XG10,1.81,0.231,0,0,0
5287,B64-XG10,2.03,0.312,0,0,0
5288,B64-XG10,2.22,0.277,0,0,0
5289,B64-XG10,2.36,0.0602,0,0,0
5290,B64-XG10,2.41,0.196,0,0,0
5291,B64-XG10,2.25,0.215,0,0,0
5292,B64-XG10,2.06,0.169,0,0,0
5293,B64-XG10,1.9,0.318,0,0,0
5294,B64-XG10,1.96,3.92,0,0,0
5295,B64-XG10,2.5,5.37,1,1,1
5296,B64-XG10,5.01,0.982,1,1,1
5297,B64-XG10,5.45,0.763,1,1,1
5298,B64-XG10,5.84,3.04,1,1,1
5299,B64-XG10,6.68,4.27,1,1,1
5300,B64-XG10,8.7,6.28,1,1,1
5301,B64-XG10,14.72,1.78,1,1,1
5302,B64-XG10,15.86,0.265,1,1,1
5303,B64-XG10,15.73,3.12,1,1,1
5304,B64-XG10,17.75,3.69,1,1,1
5305,B64-XG10,20.0,0.731,1,1,1
5306,B64-XG10,20.57,0.123,2,2,2
5307,B64-XG10,20.52,2.23,2,2,2
5308,B64-XG10,21.88,0.819,2,2,2
5309,B64-XG10,22.59,0.443,2,2,2
5310,B64-XG10,22.41,0.781,2,2,2
5311,B64-XG10,23.16,0.592,2,2,2
5312,B64-XG10,23.6,0.476,2,2,2
5313,B64-XG10,24.04,0.877,2,2,2
5314,B64-XG10,24.83,0.272,2,2,2
5315,B64-XG10,25.0,0.0,2,2,2
5316,B64-XG10,25.0,0.0,2,2,2
