序号,转换后JH,JX,Dogleg Severity,status,origin_status_predict,status_predict
4639,B64-X79,0.0,0.181,0,0,0
4640,B64-X79,0.18,0.0928,0,0,0
4641,B64-X79,0.09,0.824,0,0,0
4642,B64-X79,0.7,0.0304,0,0,0
4643,B64-X79,0.7,0.0632,0,0,0
4644,B64-X79,0.75,0.0915,0,0,0
4645,B64-X79,0.77,0.0989,0,0,0
4646,B64-X79,0.79,0.0402,0,0,0
4647,B64-X79,0.82,0.0668,0,0,0
4648,B64-X79,0.88,0.0531,0,0,0
4649,B64-X79,0.83,0.0502,0,0,0
4650,B64-X79,0.82,0.434,0,0,0
4651,B64-X79,0.44,2.61,0,0,0
4652,B64-X79,2.11,4.64,1,1,1
4653,B64-X79,3.6,4.63,1,1,1
4654,B64-X79,5.09,4.58,1,1,1
4655,B64-X79,6.56,4.51,1,1,1
4656,B64-X79,8.0,4.54,1,1,1
4657,B64-X79,9.43,4.57,1,1,1
4658,B64-X79,10.86,4.5,1,1,1
4659,B64-X79,12.26,4.45,1,1,1
4660,B64-X79,13.69,4.49,1,1,1
4661,B64-X79,15.13,4.5,1,1,1
4662,B64-X79,16.57,5.34,1,1,1
4663,B64-X79,18.29,5.7,1,1,1
4664,B64-X79,20.12,5.05,1,1,1
4665,B64-X79,21.75,4.84,1,1,1
4666,B64-X79,23.29,4.86,1,1,1
4667,B64-X79,24.84,4.85,1,1,1
4668,B64-X79,26.37,4.62,1,1,1
4669,B64-X79,27.85,4.61,1,1,1
4670,B64-X79,29.33,4.63,1,1,1
4671,B64-X79,30.81,4.9,1,1,1
4672,B64-X79,32.36,5.12,1,1,1
4673,B64-X79,33.93,5.03,1,1,1
4674,B64-X79,35.51,0.491,1,1,1
4675,B64-X79,35.27,0.493,1,1,1
4676,B64-X79,35.02,2.64,1,1,1
4677,B64-X79,37.35,0.803,2,2,2
4678,B64-X79,37.09,0.267,2,2,2
4679,B64-X79,37.18,0.287,2,2,2
4680,B64-X79,37.31,0.287,2,2,2
4681,B64-X79,37.44,0.0756,2,2,2
4682,B64-X79,37.4,0.0797,2,2,2
4683,B64-X79,37.35,0.0827,2,2,2
4684,B64-X79,37.27,0.718,2,2,2
4685,B64-X79,37.09,0.257,2,2,2
4686,B64-X79,36.85,0.258,2,2,2
4687,B64-X79,36.61,0.259,2,2,2
4688,B64-X79,36.37,0.267,2,2,2
4689,B64-X79,36.12,0.493,2,2,2
4690,B64-X79,36.06,0.433,2,2,2
4691,B64-X79,35.99,0.403,2,2,2
4692,B64-X79,36.05,0.405,2,2,2
4693,B64-X79,36.12,0.661,2,2,2
4694,B64-X79,35.77,0.651,2,2,2
4695,B64-X79,35.55,0.368,2,2,2
4696,B64-X79,35.6,0.364,2,2,2
4697,B64-X79,35.64,0.294,2,2,2
4698,B64-X79,35.8,0.343,2,2,2
4699,B64-X79,35.95,0.241,2,2,2
4700,B64-X79,35.91,0.251,2,2,2
4701,B64-X79,35.86,0.618,2,2,2
4702,B64-X79,35.38,0.407,2,2,2
4703,B64-X79,35.55,0.222,2,2,2
4704,B64-X79,35.73,0.188,2,2,2
4705,B64-X79,35.9,0.547,2,2,2
4706,B64-X79,35.57,0.498,2,2,2
4707,B64-X79,35.24,0.544,2,2,2
4708,B64-X79,35.75,0.534,2,2,2
4709,B64-X79,36.25,0.271,2,2,2
4710,B64-X79,36.36,0.217,2,2,2
4711,B64-X79,36.47,1.91,2,2,2
4712,B64-X79,35.07,1.01,2,2,2
4713,B64-X79,34.75,0.104,2,2,2
4714,B64-X79,34.85,0.214,2,2,2
4715,B64-X79,35.02,0.5,2,2,2
4716,B64-X79,35.16,0.554,2,2,2
4717,B64-X79,35.29,0.332,2,2,2
4718,B64-X79,35.02,0.434,2,2,2
4719,B64-X79,34.67,0.47,2,2,2
4720,B64-X79,35.06,0.38,2,2,2
4721,B64-X79,35.42,0.908,2,2,2
4722,B64-X79,36.22,0.836,2,2,2
4723,B64-X79,36.91,0.378,2,2,2
4724,B64-X79,37.25,0.795,2,2,2
4725,B64-X79,37.92,3.25,2,2,2
4726,B64-X79,35.6,0.812,3,3,3
4727,B64-X79,34.82,0.787,3,3,3
4728,B64-X79,34.06,1.09,3,3,3
4729,B64-X79,35.07,1.29,3,3,3
4730,B64-X79,36.04,0.346,3,3,3
4731,B64-X79,35.73,1.03,3,3,3
4732,B64-X79,34.8,0.755,3,3,3
4733,B64-X79,34.19,1.07,3,3,3
4734,B64-X79,33.22,1.11,3,3,3
4735,B64-X79,32.3,1.04,3,3,3
4736,B64-X79,33.29,1.03,3,3,3
4737,B64-X79,34.28,1.3,3,3,3
4738,B64-X79,33.31,1.38,3,3,3
4739,B64-X79,31.99,1.15,3,3,3
4740,B64-X79,30.89,1.77,3,3,3
4741,B64-X79,29.27,2.16,3,3,3
4742,B64-X79,27.33,0.707,3,3,3
4743,B64-X79,27.95,0.393,3,3,3
4744,B64-X79,27.89,1.0,3,3,3
4745,B64-X79,27.07,0.338,3,3,3
4746,B64-X79,26.89,0.324,3,3,3
4747,B64-X79,26.59,1.0,3,3,3
4748,B64-X79,27.55,0.515,3,3,3
4749,B64-X79,27.82,0.52,3,3,3
4750,B64-X79,27.64,0.165,3,3,3
4751,B64-X79,27.52,0.175,3,3,3
4752,B64-X79,27.51,0.53,3,3,3
4753,B64-X79,27.8,0.116,3,3,3
4754,B64-X79,27.86,0.178,3,3,3
4755,B64-X79,27.96,0.201,3,3,3
4756,B64-X79,27.98,0.0,3,3,3
4757,B64-X79,27.98,0.0,3,3,3
