序号,转换后JH,JX,Dogleg Severity,status,origin_status_predict,status_predict
6425,B193-X28,0.0,0.229,0,0,0
6426,B193-X28,0.1,0.0737,0,0,0
6427,B193-X28,0.17,0.198,0,0,0
6428,B193-X28,0.06,0.501,0,0,0
6429,B193-X28,0.47,0.335,0,0,0
6430,B193-X28,0.22,0.236,0,0,0
6431,B193-X28,0.44,0.16,0,0,0
6432,B193-X28,0.46,0.211,0,0,0
6433,B193-X28,0.4,0.0325,0,0,0
6434,B193-X28,0.37,0.337,0,0,0
6435,B193-X28,0.6,0.676,0,0,0
6436,B193-X28,0.98,0.418,0,0,0
6437,B193-X28,0.6,2.91,0,0,0
6438,B193-X28,2.2,0.424,0,0,0
6439,B193-X28,2.6,0.0142,0,0,0
6440,B193-X28,2.6,0.107,0,0,0
6441,B193-X28,2.7,0.213,0,0,0
6442,B193-X28,2.9,0.104,0,0,0
6443,B193-X28,3.0,0.316,0,0,0
6444,B193-X28,2.7,0.0148,0,0,0
6445,B193-X28,2.7,3.23,0,0,0
6446,B193-X28,3.7,3.79,1,1,1
6447,B193-X28,4.9,4.77,1,1,1
6448,B193-X28,6.4,4.55,1,1,1
6449,B193-X28,7.8,2.8,1,1,1
6450,B193-X28,8.7,3.17,1,1,1
6451,B193-X28,9.6,4.59,1,1,1
6452,B193-X28,11.0,4.43,1,1,1
6453,B193-X28,12.4,4.71,1,1,1
6454,B193-X28,13.9,4.44,1,1,1
6455,B193-X28,14.9,3.05,1,1,1
6456,B193-X28,15.7,3.81,1,1,1
6457,B193-X28,16.9,3.89,1,1,1
6458,B193-X28,18.1,4.45,1,1,1
6459,B193-X28,19.5,4.07,1,1,1
6460,B193-X28,20.8,5.67,1,1,1
6461,B193-X28,22.4,5.0,1,1,1
6462,B193-X28,23.6,6.88,1,1,1
6463,B193-X28,25.8,6.69,1,1,1
6464,B193-X28,27.9,5.17,1,1,1
6465,B193-X28,29.5,1.04,1,1,1
6466,B193-X28,30.4,0.523,2,2,2
6467,B193-X28,30.0,0.521,2,2,2
6468,B193-X28,29.6,0.429,2,2,2
6469,B193-X28,29.2,0.233,2,2,2
6470,B193-X28,29.0,1.23,2,2,2
6471,B193-X28,30.1,0.0,2,2,2
6472,B193-X28,30.1,0.678,2,2,2
6473,B193-X28,29.5,0.697,2,2,2
6474,B193-X28,28.9,0.624,2,2,2
6475,B193-X28,28.3,0.417,2,2,2
6476,B193-X28,27.9,0.622,2,2,2
6477,B193-X28,27.3,1.93,2,2,2
6478,B193-X28,29.0,0.116,2,2,2
6479,B193-X28,29.1,0.429,2,2,2
6480,B193-X28,28.7,0.545,2,2,2
6481,B193-X28,28.2,0.429,2,2,2
6482,B193-X28,27.8,0.532,2,2,2
6483,B193-X28,27.3,0.573,2,2,2
6484,B193-X28,26.8,0.67,2,2,2
6485,B193-X28,26.2,0.276,2,2,2
6486,B193-X28,26.2,0.337,2,2,2
6487,B193-X28,26.3,1.96,2,2,2
6488,B193-X28,25.4,0.226,2,2,2
6489,B193-X28,25.2,1.98,2,2,2
6490,B193-X28,23.7,1.63,3,3,3
6491,B193-X28,22.2,2.12,3,3,3
6492,B193-X28,20.2,2.15,3,3,3
6493,B193-X28,18.2,1.66,3,3,3
6494,B193-X28,16.7,3.94,3,3,3
6495,B193-X28,12.9,3.0,3,3,3
6496,B193-X28,10.94,2.96,3,3,3
6497,B193-X28,10.1,1.65,3,3,3
6498,B193-X28,8.6,3.0,3,3,3
6499,B193-X28,6.1,2.14,3,3,3
6500,B193-X28,4.1,0.947,3,3,3
6501,B193-X28,3.3,0.493,3,3,3
6502,B193-X28,2.98,0.226,3,3,3
6503,B193-X28,2.86,0.256,3,3,3
6504,B193-X28,2.84,0.327,3,3,3
6505,B193-X28,2.53,0.231,3,3,3
6506,B193-X28,2.7,0.381,3,3,3
6507,B193-X28,2.53,0.225,3,3,3
6508,B193-X28,2.51,0.136,3,3,3
6509,B193-X28,2.57,0.751,3,3,3
6510,B193-X28,2.02,0.116,3,3,3
6511,B193-X28,1.91,0.259,3,3,3
6512,B193-X28,1.77,0.244,3,3,3
6513,B193-X28,1.71,0.246,3,3,3
6514,B193-X28,1.5,0.219,3,3,3
6515,B193-X28,1.48,0.0,3,3,3
6516,B193-X28,1.48,0.0,3,3,3
