序号,转换后JH,JX,Dogleg Severity,status,origin_status_predict,status_predict
1485,B16-X35,0.0,0.201,0,0,0
1486,B16-X35,0.2,0.0829,0,0,0
1487,B16-X35,0.28,0.0352,0,0,0
1488,B16-X35,0.31,1.12,0,0,0
1489,B16-X35,0.75,2.25,0,0,0
1490,B16-X35,1.41,3.58,1,1,1
1491,B16-X35,2.43,3.45,1,1,1
1492,B16-X35,3.47,2.44,1,1,1
1493,B16-X35,4.2,2.31,1,1,1
1494,B16-X35,4.92,0.882,1,1,1
1495,B16-X35,5.19,3.02,1,1,1
1496,B16-X35,6.13,3.25,1,1,1
1497,B16-X35,7.1,2.82,1,1,1
1498,B16-X35,7.95,3.9,1,1,1
1499,B16-X35,9.12,3.36,1,1,1
1500,B16-X35,10.06,3.35,1,1,1
1501,B16-X35,10.42,3.81,1,1,1
1502,B16-X35,11.29,3.87,1,1,1
1503,B16-X35,12.12,3.83,1,1,1
1504,B16-X35,12.92,4.5,1,1,1
1505,B16-X35,13.98,4.71,1,1,1
1506,B16-X35,15.07,4.69,1,1,1
1507,B16-X35,16.13,4.38,1,1,1
1508,B16-X35,16.95,4.42,1,1,1
1509,B16-X35,17.76,4.35,1,1,1
1510,B16-X35,18.54,4.23,1,1,1
1511,B16-X35,19.09,4.29,1,1,1
1512,B16-X35,19.63,4.0,1,1,1
1513,B16-X35,20.17,4.31,1,1,1
1514,B16-X35,21.02,4.46,1,1,1
1515,B16-X35,21.89,4.29,1,1,1
1516,B16-X35,22.76,4.06,1,1,1
1517,B16-X35,23.55,3.96,1,1,1
1518,B16-X35,24.35,4.08,1,1,1
1519,B16-X35,24.93,4.64,1,1,1
1520,B16-X35,26.17,4.59,1,1,1
1521,B16-X35,27.41,4.67,1,1,1
1522,B16-X35,28.61,4.99,1,1,1
1523,B16-X35,30.18,4.49,1,1,1
1524,B16-X35,31.61,4.97,1,1,1
1525,B16-X35,33.18,5.16,1,1,1
1526,B16-X35,34.78,4.96,1,1,1
1527,B16-X35,36.22,5.27,1,1,1
1528,B16-X35,37.84,4.58,1,1,1
1529,B16-X35,39.26,4.31,1,1,1
1530,B16-X35,40.62,4.23,1,1,1
1531,B16-X35,41.92,4.29,1,1,1
1532,B16-X35,43.29,4.13,1,1,1
1533,B16-X35,44.61,4.39,1,1,1
1534,B16-X35,45.97,3.67,1,1,1
1535,B16-X35,46.58,3.38,1,1,1
1536,B16-X35,47.65,4.16,1,1,1
1537,B16-X35,48.96,0.474,1,1,1
1538,B16-X35,49.35,0.345,2,2,2
1539,B16-X35,49.65,0.613,2,2,2
1540,B16-X35,50.01,1.04,2,2,2
1541,B16-X35,49.02,1.17,2,2,2
1542,B16-X35,47.9,0.165,2,2,2
1543,B16-X35,47.76,0.148,2,2,2
1544,B16-X35,47.64,0.18,2,2,2
1545,B16-X35,47.73,0.177,2,2,2
1546,B16-X35,47.64,0.585,2,2,2
1547,B16-X35,48.18,0.474,2,2,2
1548,B16-X35,48.61,0.471,2,2,2
1549,B16-X35,49.0,0.243,2,2,2
1550,B16-X35,48.95,0.162,2,2,2
1551,B16-X35,48.91,0.168,2,2,2
1552,B16-X35,48.97,0.108,2,2,2
1553,B16-X35,49.04,1.47,2,2,2
1554,B16-X35,48.03,1.22,2,2,2
1555,B16-X35,47.07,0.552,2,2,2
1556,B16-X35,47.59,0.563,2,2,2
1557,B16-X35,48.12,0.414,2,2,2
1558,B16-X35,47.86,1.22,2,2,2
1559,B16-X35,48.82,1.2,2,2,2
1560,B16-X35,49.75,0.481,2,2,2
1561,B16-X35,49.75,0.205,2,2,2
1562,B16-X35,49.63,0.272,2,2,2
1563,B16-X35,49.51,0.357,2,2,2
1564,B16-X35,49.35,0.104,2,2,2
1565,B16-X35,49.28,0.331,2,2,2
1566,B16-X35,49.0,0.0796,2,2,2
1567,B16-X35,48.99,0.318,2,2,2
1568,B16-X35,48.96,2.49,2,2,2
1569,B16-X35,46.98,0.405,2,2,2
1570,B16-X35,47.36,0.376,2,2,2
1571,B16-X35,47.72,0.655,2,2,2
1572,B16-X35,48.34,0.253,2,2,2
1573,B16-X35,48.53,0.233,2,2,2
1574,B16-X35,48.74,0.81,2,2,2
1575,B16-X35,49.45,0.791,2,2,2
1576,B16-X35,50.14,2.39,2,2,2
1577,B16-X35,47.98,1.65,2,2,2
1578,B16-X35,46.54,0.601,2,2,2
1579,B16-X35,46.82,0.574,2,2,2
1580,B16-X35,47.15,0.735,2,2,2
1581,B16-X35,47.85,0.702,2,2,2
1582,B16-X35,48.52,0.895,2,2,2
1583,B16-X35,49.36,0.852,2,2,2
1584,B16-X35,50.14,1.74,2,2,2
1585,B16-X35,48.6,1.17,2,2,2
1586,B16-X35,47.85,0.984,2,2,2
1587,B16-X35,48.47,0.552,2,2,2
1588,B16-X35,48.98,0.597,2,2,2
1589,B16-X35,49.53,2.68,2,2,2
1590,B16-X35,52.08,2.02,2,2,2
1591,B16-X35,50.18,1.04,2,2,2
1592,B16-X35,49.26,1.65,2,2,2
1593,B16-X35,47.68,0.699,2,2,2
1594,B16-X35,48.33,0.752,2,2,2
1595,B16-X35,49.04,0.795,2,2,2
1596,B16-X35,49.79,1.49,2,2,2
1597,B16-X35,48.47,0.164,2,2,2
1598,B16-X35,48.52,0.316,2,2,2
1599,B16-X35,48.56,1.34,2,2,2
1600,B16-X35,48.34,0.313,2,2,2
1601,B16-X35,48.6,0.344,2,2,2
1602,B16-X35,48.47,0.45,2,2,2
1603,B16-X35,48.78,0.271,2,2,2
1604,B16-X35,49.03,0.287,2,2,2
1605,B16-X35,49.26,0.108,2,2,2
1606,B16-X35,49.33,0.1,2,2,2
1607,B16-X35,49.39,0.0821,2,2,2
1608,B16-X35,49.37,0.16,2,2,2
1609,B16-X35,49.35,0.383,2,2,2
1610,B16-X35,49.56,0.518,2,2,2
