序号,转换后JH,JX,Dogleg Severity,status,origin_status_predict,status_predict
4991,B64-X88,0.0,0.211,0,0,0
4992,B64-X88,0.21,0.108,0,0,0
4993,B64-X88,0.28,0.157,0,0,0
4994,B64-X88,0.36,0.0602,0,0,0
4995,B64-X88,0.4,2.3,0,0,0
4996,B64-X88,1.76,0.158,0,0,0
4997,B64-X88,1.88,0.123,0,0,0
4998,B64-X88,1.95,0.0661,0,0,0
4999,B64-X88,1.92,0.063,0,0,0
5000,B64-X88,1.98,0.0409,0,0,0
5001,B64-X88,1.97,0.0198,0,0,0
5002,B64-X88,1.98,0.503,0,0,0
5003,B64-X88,2.31,1.18,0,0,0
5004,B64-X88,1.2,0.194,0,0,0
5005,B64-X88,1.02,0.0949,0,0,0
5006,B64-X88,0.94,0.124,0,0,0
5007,B64-X88,1.05,2.3,0,0,0
5008,B64-X88,1.73,2.23,0,0,0
5009,B64-X88,2.24,4.09,1,1,1
5010,B64-X88,3.48,4.69,1,1,1
5011,B64-X88,4.87,4.23,1,1,1
5012,B64-X88,5.98,4.97,1,1,1
5013,B64-X88,7.48,6.81,1,1,1
5014,B64-X88,9.56,5.98,1,1,1
5015,B64-X88,11.21,4.68,1,1,1
5016,B64-X88,12.63,4.67,1,1,1
5017,B64-X88,14.07,4.75,1,1,1
5018,B64-X88,15.51,4.6,1,1,1
5019,B64-X88,16.91,4.83,1,1,1
5020,B64-X88,18.31,4.8,1,1,1
5021,B64-X88,19.73,4.7,1,1,1
5022,B64-X88,21.23,4.89,1,1,1
5023,B64-X88,22.77,4.24,1,1,1
5024,B64-X88,24.13,4.93,1,1,1
5025,B64-X88,25.71,4.89,1,1,1
5026,B64-X88,27.28,4.82,1,1,1
5027,B64-X88,28.61,4.85,1,1,1
5028,B64-X88,30.12,5.03,1,1,1
5029,B64-X88,31.68,4.96,1,1,1
5030,B64-X88,33.22,5.11,1,1,1
5031,B64-X88,34.8,5.28,1,1,1
5032,B64-X88,36.43,4.78,1,1,1
5033,B64-X88,37.97,1.55,1,1,1
5034,B64-X88,39.25,1.51,2,1,1
5035,B64-X88,39.6,0.436,2,2,2
5036,B64-X88,39.43,0.442,2,2,2
5037,B64-X88,39.22,0.385,2,2,2
5038,B64-X88,39.03,0.476,2,2,2
5039,B64-X88,38.59,0.189,2,2,2
5040,B64-X88,38.72,0.542,2,2,2
5041,B64-X88,38.36,0.417,2,2,2
5042,B64-X88,37.98,2.07,2,2,2
5043,B64-X88,37.26,0.515,2,2,2
5044,B64-X88,36.83,0.19,2,2,2
5045,B64-X88,36.66,0.149,2,2,2
5046,B64-X88,36.79,0.416,2,2,2
5047,B64-X88,36.41,0.432,2,2,2
5048,B64-X88,36.0,0.395,2,2,2
5049,B64-X88,36.13,0.395,2,2,2
5050,B64-X88,36.26,0.387,2,2,2
5051,B64-X88,36.03,0.317,2,2,2
5052,B64-X88,35.78,0.787,2,2,2
5053,B64-X88,36.48,0.376,2,2,2
5054,B64-X88,36.79,0.391,2,2,2
5055,B64-X88,36.46,0.392,2,2,2
5056,B64-X88,36.13,0.302,2,2,2
5057,B64-X88,35.96,0.438,2,2,2
5058,B64-X88,35.74,1.79,2,2,2
5059,B64-X88,36.22,0.617,2,2,2
5060,B64-X88,35.87,0.13,2,2,2
5061,B64-X88,35.76,0.129,2,2,2
5062,B64-X88,35.65,0.558,2,2,2
5063,B64-X88,36.13,0.56,2,2,2
5064,B64-X88,36.61,0.723,2,2,2
5065,B64-X88,36.59,0.867,2,2,2
5066,B64-X88,36.57,1.87,2,2,2
5067,B64-X88,36.12,1.12,2,2,2
5068,B64-X88,35.74,0.359,2,2,2
5069,B64-X88,35.92,0.33,2,2,2
5070,B64-X88,36.13,0.568,2,2,2
5071,B64-X88,36.67,1.37,2,2,2
5072,B64-X88,37.05,0.318,2,2,2
5073,B64-X88,37.09,0.383,2,2,2
5074,B64-X88,37.14,0.762,2,2,2
5075,B64-X88,37.86,0.787,2,2,2
5076,B64-X88,38.59,0.545,2,2,2
5077,B64-X88,38.31,0.522,2,2,2
5078,B64-X88,38.06,0.365,2,2,2
5079,B64-X88,37.89,0.487,2,2,2
5080,B64-X88,37.71,0.982,2,2,2
5081,B64-X88,36.79,1.65,2,2,2
5082,B64-X88,38.33,1.0,2,2,2
5083,B64-X88,39.21,0.473,2,2,2
5084,B64-X88,38.83,0.543,2,2,2
5085,B64-X88,38.37,1.09,2,2,2
5086,B64-X88,37.71,0.592,2,2,2
5087,B64-X88,37.23,2.56,2,2,2
5088,B64-X88,39.37,3.04,2,2,2
5089,B64-X88,40.85,0.305,2,2,2
5090,B64-X88,40.97,0.137,2,2,2
5091,B64-X88,40.96,0.138,2,2,2
5092,B64-X88,40.94,0.14,2,2,2
5093,B64-X88,40.92,0.021,2,2,2
5094,B64-X88,40.9,0.145,2,2,2
5095,B64-X88,40.85,0.45,2,2,2
5096,B64-X88,41.26,1.02,2,2,2
5097,B64-X88,40.95,3.19,2,2,2
5098,B64-X88,39.78,1.04,2,2,2
5099,B64-X88,39.07,0.644,2,3,2
5100,B64-X88,38.5,1.22,2,3,2
5101,B64-X88,37.97,0.477,2,3,2
5102,B64-X88,37.53,0.347,2,3,2
5103,B64-X88,37.22,1.18,2,3,2
5104,B64-X88,36.35,1.18,2,3,2
5105,B64-X88,35.52,0.522,2,3,2
5106,B64-X88,35.03,1.68,2,3,2
5107,B64-X88,34.52,1.68,2,3,2
5108,B64-X88,34.08,1.27,2,3,2
5109,B64-X88,35.25,1.16,2,3,2
5110,B64-X88,36.19,1.27,2,3,2
5111,B64-X88,37.3,1.27,2,3,2
5112,B64-X88,38.38,0.746,2,2,2
5113,B64-X88,37.67,2.69,2,3,2
5114,B64-X88,35.13,0.544,2,3,2
5115,B64-X88,34.65,0.0,2,3,2
5116,B64-X88,34.65,0.0,2,3,2
