序号,转换后JH,JX,Dogleg Severity,status,origin_status_predict,status_predict
4758,B64-X81,0.0,0.554,0,0,0
4759,B64-X81,0.55,0.324,0,0,0
4760,B64-X81,0.75,0.315,0,0,0
4761,B64-X81,0.53,0.235,0,0,0
4762,B64-X81,0.48,0.879,0,0,0
4763,B64-X81,0.53,0.261,0,0,0
4764,B64-X81,0.62,0.375,0,0,0
4765,B64-X81,0.53,0.247,0,0,0
4766,B64-X81,0.7,0.306,0,0,0
4767,B64-X81,0.44,1.64,0,0,0
4768,B64-X81,1.67,0.219,0,0,0
4769,B64-X81,1.56,0.541,0,0,0
4770,B64-X81,1.92,0.349,0,0,0
4771,B64-X81,1.76,0.391,0,0,0
4772,B64-X81,1.49,0.203,0,0,0
4773,B64-X81,1.67,0.208,0,0,0
4774,B64-X81,1.85,0.464,0,0,0
4775,B64-X81,1.41,1.88,0,0,0
4776,B64-X81,1.95,0.142,0,0,0
4777,B64-X81,1.93,0.259,0,0,0
4778,B64-X81,1.98,1.24,0,0,0
4779,B64-X81,0.79,0.191,0,0,0
4780,B64-X81,0.83,0.338,0,0,0
4781,B64-X81,0.59,0.291,0,0,0
4782,B64-X81,0.35,0.0735,0,0,0
4783,B64-X81,0.4,0.0721,0,0,0
4784,B64-X81,0.44,0.251,0,0,0
4785,B64-X81,0.53,0.327,0,0,0
4786,B64-X81,0.62,1.71,0,0,0
4787,B64-X81,1.14,0.252,0,0,0
4788,B64-X81,1.32,0.518,0,0,0
4789,B64-X81,1.71,0.107,0,0,0
4790,B64-X81,1.63,0.0999,0,0,0
4791,B64-X81,1.54,0.136,0,0,0
4792,B64-X81,1.62,0.143,0,0,0
4793,B64-X81,1.71,0.231,0,0,0
4794,B64-X81,1.49,0.367,0,0,0
4795,B64-X81,1.67,0.173,0,0,0
4796,B64-X81,1.63,1.07,0,0,0
4797,B64-X81,1.89,4.42,0,0,0
4798,B64-X81,2.93,3.84,1,1,1
4799,B64-X81,3.96,3.78,1,1,1
4800,B64-X81,5.01,4.43,1,1,1
4801,B64-X81,6.03,3.46,1,1,1
4802,B64-X81,7.08,3.04,1,1,1
4803,B64-X81,8.04,4.02,1,1,1
4804,B64-X81,9.33,4.47,1,1,1
4805,B64-X81,10.72,4.45,1,1,1
4806,B64-X81,12.08,3.61,1,1,1
4807,B64-X81,13.15,3.44,1,1,1
4808,B64-X81,14.22,3.18,1,1,1
4809,B64-X81,15.21,4.28,1,1,1
4810,B64-X81,16.56,4.33,1,1,1
4811,B64-X81,17.93,4.15,1,1,1
4812,B64-X81,19.25,3.15,1,1,1
4813,B64-X81,20.01,3.06,1,1,1
4814,B64-X81,20.57,2.66,1,1,1
4815,B64-X81,21.09,3.33,1,1,1
4816,B64-X81,22.15,3.24,1,1,1
4817,B64-X81,23.16,3.31,1,1,1
4818,B64-X81,24.17,4.59,1,1,1
4819,B64-X81,25.53,5.21,1,1,1
4820,B64-X81,26.89,4.44,1,1,1
4821,B64-X81,28.31,2.67,1,1,1
4822,B64-X81,30.85,0.837,1,1,1
4823,B64-X81,31.64,0.604,2,1,1
4824,B64-X81,31.46,0.779,2,2,2
4825,B64-X81,30.98,0.737,2,2,2
4826,B64-X81,31.68,0.72,2,2,2
4827,B64-X81,32.34,0.51,2,2,2
4828,B64-X81,32.43,0.799,2,2,2
4829,B64-X81,31.73,1.26,2,2,2
4830,B64-X81,30.54,0.692,2,2,2
4831,B64-X81,31.2,0.0941,2,2,2
4832,B64-X81,31.29,0.759,2,2,2
4833,B64-X81,31.95,0.532,2,2,2
4834,B64-X81,32.3,1.2,2,2,2
4835,B64-X81,31.38,0.913,2,2,2
4836,B64-X81,31.99,0.67,2,2,2
4837,B64-X81,31.55,0.705,2,2,2
4838,B64-X81,31.51,0.873,2,2,2
4839,B64-X81,30.67,1.05,3,2,2
4840,B64-X81,29.66,1.1,3,3,3
4841,B64-X81,28.61,1.44,3,3,3
4842,B64-X81,27.51,2.01,3,3,3
4843,B64-X81,27.33,0.969,3,3,3
4844,B64-X81,26.41,0.959,3,3,3
4845,B64-X81,25.49,1.51,3,3,3
4846,B64-X81,26.94,1.22,3,3,3
4847,B64-X81,27.55,1.15,3,3,3
4848,B64-X81,26.5,1.56,3,3,3
4849,B64-X81,25.05,0.692,3,3,3
4850,B64-X81,24.48,1.76,3,3,3
4851,B64-X81,26.06,1.05,3,3,3
4852,B64-X81,25.07,1.06,3,3,3
4853,B64-X81,24.08,0.531,3,3,3
4854,B64-X81,23.77,0.819,3,3,3
4855,B64-X81,24.52,1.61,3,3,3
4856,B64-X81,22.98,1.54,3,3,3
4857,B64-X81,21.58,1.84,3,3,3
4858,B64-X81,19.82,1.57,3,3,3
4859,B64-X81,18.33,0.461,3,3,3
4860,B64-X81,18.28,1.7,3,3,3
4861,B64-X81,19.91,2.09,3,3,3
4862,B64-X81,21.88,1.04,3,3,3
4863,B64-X81,20.92,0.844,3,3,3
4864,B64-X81,20.17,0.791,3,3,3
4865,B64-X81,19.93,0.774,3,3,3
4866,B64-X81,19.73,0.801,3,3,3
4867,B64-X81,19.29,0.445,3,3,3
4868,B64-X81,19.12,0.43,3,3,3
4869,B64-X81,18.8,0.387,3,3,3
4870,B64-X81,18.5,0.433,3,3,3
4871,B64-X81,18.17,0.1,3,3,3
4872,B64-X81,18.15,0.0,3,3,3
4873,B64-X81,18.15,0.0,3,3,3
