序号,转换后JH,JX,Dogleg Severity,status,origin_status_predict,status_predict
1764,B16-X40,0.0,0.221,0,0,0
1765,B16-X40,0.22,0.2,0,0,0
1766,B16-X40,0.41,0.818,0,0,0
1767,B16-X40,1.14,1.44,0,0,0
1768,B16-X40,2.46,3.42,1,1,1
1769,B16-X40,5.58,3.48,1,1,1
1770,B16-X40,8.35,4.56,1,1,1
1771,B16-X40,12.26,5.45,1,1,1
1772,B16-X40,13.3,5.66,1,1,1
1773,B16-X40,13.98,4.81,1,1,1
1774,B16-X40,14.59,4.38,1,1,1
1775,B16-X40,15.6,4.59,1,1,1
1776,B16-X40,16.61,4.67,1,1,1
1777,B16-X40,17.58,4.13,1,1,1
1778,B16-X40,18.32,4.36,1,1,1
1779,B16-X40,19.16,4.33,1,1,1
1780,B16-X40,19.91,3.97,1,1,1
1781,B16-X40,20.75,4.39,1,1,1
1782,B16-X40,21.58,4.13,1,1,1
1783,B16-X40,22.37,4.28,1,1,1
1784,B16-X40,23.55,4.16,1,1,1
1785,B16-X40,24.63,4.16,1,1,1
1786,B16-X40,25.71,4.03,1,1,1
1787,B16-X40,26.98,4.4,1,1,1
1788,B16-X40,28.4,4.47,1,1,1
1789,B16-X40,29.81,4.8,1,1,1
1790,B16-X40,31.35,4.97,1,1,1
1791,B16-X40,32.93,4.67,1,1,1
1792,B16-X40,34.41,5.25,1,1,1
1793,B16-X40,36.1,5.22,1,1,1
1794,B16-X40,37.77,4.74,1,1,1
1795,B16-X40,39.28,5.2,1,1,1
1796,B16-X40,40.92,5.28,1,1,1
1797,B16-X40,42.57,4.88,1,1,1
1798,B16-X40,44.11,2.82,1,1,1
1799,B16-X40,46.79,0.547,1,1,1
1800,B16-X40,47.26,0.685,2,2,2
1801,B16-X40,47.02,0.506,2,2,2
1802,B16-X40,46.63,1.95,2,2,2
1803,B16-X40,47.46,0.628,2,2,2
1804,B16-X40,47.15,1.29,2,2,2
1805,B16-X40,48.34,0.264,2,2,2
1806,B16-X40,48.46,0.213,2,2,2
1807,B16-X40,48.6,0.322,2,2,2
1808,B16-X40,48.52,0.107,2,2,2
1809,B16-X40,48.45,0.178,2,2,2
1810,B16-X40,48.37,0.144,2,2,2
1811,B16-X40,48.25,0.483,2,2,2
1812,B16-X40,48.69,0.335,2,2,2
1813,B16-X40,48.97,0.339,2,2,2
1814,B16-X40,49.26,0.285,2,2,2
1815,B16-X40,49.49,0.279,2,2,2
1816,B16-X40,49.71,0.27,2,2,2
1817,B16-X40,49.92,2.45,2,2,2
1818,B16-X40,47.81,0.191,2,2,2
1819,B16-X40,47.92,0.229,2,2,2
1820,B16-X40,48.08,0.294,2,2,2
1821,B16-X40,48.25,0.326,2,2,2
1822,B16-X40,48.03,0.325,2,2,2
1823,B16-X40,47.81,0.0877,2,2,2
1824,B16-X40,47.85,0.0418,2,2,2
1825,B16-X40,47.81,0.292,2,2,2
1826,B16-X40,48.08,1.19,2,2,2
1827,B16-X40,47.11,0.374,2,2,2
1828,B16-X40,47.18,0.46,2,2,2
1829,B16-X40,47.23,0.408,2,2,2
1830,B16-X40,47.37,0.384,2,2,2
1831,B16-X40,47.71,0.34,2,2,2
1832,B16-X40,48.03,0.231,2,2,2
1833,B16-X40,47.82,0.299,2,2,2
1834,B16-X40,47.64,0.146,2,2,2
1835,B16-X40,47.78,0.166,2,2,2
1836,B16-X40,47.94,0.473,2,2,2
1837,B16-X40,48.39,0.498,2,2,2
1838,B16-X40,48.87,2.6,2,2,2
1839,B16-X40,46.41,0.337,2,2,2
1840,B16-X40,46.57,0.316,2,2,2
1841,B16-X40,46.76,0.287,2,2,2
1842,B16-X40,46.93,0.991,2,2,2
1843,B16-X40,46.54,0.567,2,2,2
1844,B16-X40,46.73,0.425,2,2,2
1845,B16-X40,46.54,0.245,2,2,2
1846,B16-X40,46.45,1.69,2,2,2
1847,B16-X40,46.81,1.63,2,2,2
1848,B16-X40,47.11,1.66,2,2,2
1849,B16-X40,48.08,2.11,2,2,2
1850,B16-X40,46.54,0.624,2,2,2
1851,B16-X40,46.85,0.241,2,2,2
1852,B16-X40,47.07,1.3,2,2,2
1853,B16-X40,48.3,2.34,2,2,2
1854,B16-X40,46.05,1.16,2,2,2
1855,B16-X40,47.15,0.79,2,2,2
1856,B16-X40,47.77,1.03,2,2,2
1857,B16-X40,47.55,1.68,2,2,2
1858,B16-X40,46.23,0.657,2,2,2
1859,B16-X40,46.6,0.648,2,2,2
1860,B16-X40,47.15,0.387,2,2,2
1861,B16-X40,47.45,0.32,2,2,2
1862,B16-X40,47.72,0.893,2,2,2
1863,B16-X40,48.57,0.906,2,2,2
1864,B16-X40,49.44,2.2,2,2,2
1865,B16-X40,47.42,0.514,2,2,2
1866,B16-X40,47.89,0.534,2,2,2
1867,B16-X40,48.38,0.886,2,2,2
1868,B16-X40,49.22,2.1,2,2,2
1869,B16-X40,47.2,0.781,2,2,2
1870,B16-X40,47.81,0.772,2,2,2
1871,B16-X40,48.52,0.951,2,2,2
1872,B16-X40,49.13,1.73,2,2,2
1873,B16-X40,47.5,0.212,2,2,2
1874,B16-X40,47.64,0.372,2,2,2
1875,B16-X40,47.99,1.9,2,2,2
1876,B16-X40,47.15,0.824,2,2,2
1877,B16-X40,47.68,0.443,2,2,2
1878,B16-X40,48.08,0.177,2,2,2
1879,B16-X40,48.25,0.445,2,2,2
1880,B16-X40,48.65,0.66,2,2,2
1881,B16-X40,49.09,0.727,2,2,2
1882,B16-X40,49.68,1.85,2,2,2
1883,B16-X40,47.9,0.137,2,2,2
1884,B16-X40,47.77,0.248,2,2,2
1885,B16-X40,47.68,0.312,2,2,2
1886,B16-X40,47.72,0.342,2,2,2
1887,B16-X40,47.86,0.475,2,2,2
1888,B16-X40,47.46,0.121,2,2,2
1889,B16-X40,47.55,0.052,2,2,2
1890,B16-X40,47.5,0.0765,2,2,2
1891,B16-X40,47.5,0.437,2,2,2
1892,B16-X40,47.11,0.0938,2,2,2
1893,B16-X40,47.02,0.381,2,2,2
1894,B16-X40,46.66,0.353,2,2,2
1895,B16-X40,46.32,0.128,2,2,2
1896,B16-X40,46.22,0.171,2,2,2
1897,B16-X40,46.14,0.305,2,2,2
1898,B16-X40,46.09,0.366,2,2,2
1899,B16-X40,46.41,1.04,2,2,2
1900,B16-X40,46.44,1.05,2,2,2
1901,B16-X40,47.23,1.15,2,2,2
1902,B16-X40,48.05,0.665,2,2,2
1903,B16-X40,48.67,0.557,2,2,2
1904,B16-X40,49.2,0.575,2,2,2
1905,B16-X40,49.75,1.25,2,2,2
1906,B16-X40,49.96,0.0,2,2,2
1907,B16-X40,49.96,0.0,2,2,2
