序号,转换后JH,JX,Dogleg Severity,status,origin_status_predict,status_predict
2540,B64-X24,0.0,0.0936,0,0,0
2541,B64-X24,0.61,0.218,0,0,0
2542,B64-X24,0.75,0.337,0,0,0
2543,B64-X24,0.95,0.178,0,0,0
2544,B64-X24,1.12,0.148,0,0,0
2545,B64-X24,1.23,0.288,0,0,0
2546,B64-X24,1.25,0.206,0,0,0
2547,B64-X24,1.28,0.0867,0,0,0
2548,B64-X24,1.33,0.152,0,0,0
2549,B64-X24,1.23,0.278,0,0,0
2550,B64-X24,1.08,0.613,0,0,0
2551,B64-X24,0.66,0.218,0,0,0
2552,B64-X24,0.46,0.361,0,0,0
2553,B64-X24,0.2,0.202,0,0,0
2554,B64-X24,0.06,0.0747,0,0,0
2555,B64-X24,0.05,0.231,0,0,0
2556,B64-X24,0.27,0.289,0,0,0
2557,B64-X24,0.48,0.241,0,0,0
2558,B64-X24,0.7,0.242,0,0,0
2559,B64-X24,0.87,0.235,0,0,0
2560,B64-X24,1.05,0.07,0,0,0
2561,B64-X24,0.99,0.116,0,0,0
2562,B64-X24,0.97,0.263,0,0,0
2563,B64-X24,1.01,0.18,0,0,0
2564,B64-X24,1.0,0.277,0,0,0
2565,B64-X24,0.9,0.248,0,0,0
2566,B64-X24,0.73,0.0917,0,0,0
2567,B64-X24,0.67,0.3,0,0,0
2568,B64-X24,0.42,0.289,0,0,0
2569,B64-X24,0.21,0.0949,0,0,0
2570,B64-X24,0.12,0.206,0,0,0
2571,B64-X24,0.16,0.325,0,0,0
2572,B64-X24,0.33,0.154,0,0,0
2573,B64-X24,0.26,0.273,0,0,0
2574,B64-X24,0.14,0.241,0,0,0
2575,B64-X24,0.36,0.0888,0,0,0
2576,B64-X24,0.39,0.117,0,0,0
2577,B64-X24,0.3,0.284,0,0,0
2578,B64-X24,0.06,0.923,0,0,0
2579,B64-X24,0.83,0.459,0,0,0
2580,B64-X24,0.91,0.381,0,0,0
2581,B64-X24,0.8,0.33,0,0,0
2582,B64-X24,0.77,0.363,0,0,0
2583,B64-X24,0.76,0.215,0,0,0
2584,B64-X24,0.68,0.281,0,0,0
2585,B64-X24,0.61,0.306,0,0,0
2586,B64-X24,0.57,1.12,0,0,0
2587,B64-X24,1.23,2.32,0,0,0
2588,B64-X24,0.4,6.0,0,0,0
2589,B64-X24,2.33,5.03,1,1,1
2590,B64-X24,7.16,5.57,1,1,1
2591,B64-X24,7.91,5.36,1,1,1
2592,B64-X24,11.43,6.65,1,1,1
2593,B64-X24,17.84,6.47,1,1,1
2594,B64-X24,23.91,6.57,1,1,1
2595,B64-X24,26.02,0.657,1,1,1
2596,B64-X24,26.63,0.539,2,1,1
2597,B64-X24,26.19,0.424,2,2,2
2598,B64-X24,25.88,0.1,2,2,2
2599,B64-X24,25.84,1.3,2,2,2
2600,B64-X24,24.7,2.02,2,2,2
2601,B64-X24,26.5,1.62,2,2,2
2602,B64-X24,25.66,0.744,2,2,2
2603,B64-X24,25.36,0.103,2,2,2
2604,B64-X24,25.31,1.92,2,2,2
2605,B64-X24,27.07,0.667,2,2,2
2606,B64-X24,26.54,0.186,2,2,2
2607,B64-X24,26.54,0.311,2,2,2
2608,B64-X24,26.81,0.759,2,2,2
2609,B64-X24,27.33,0.369,2,2,2
2610,B64-X24,27.55,0.841,2,2,2
2611,B64-X24,28.21,0.528,2,2,2
2612,B64-X24,28.48,1.15,2,2,2
2613,B64-X24,28.3,2.37,2,2,2
2614,B64-X24,26.37,0.911,2,2,2
2615,B64-X24,25.8,0.573,2,2,2
2616,B64-X24,25.27,1.12,2,2,2
2617,B64-X24,24.79,0.0524,2,2,2
2618,B64-X24,24.74,0.582,2,2,2
2619,B64-X24,24.83,0.356,2,2,2
2620,B64-X24,24.69,0.797,2,2,2
2621,B64-X24,24.01,0.0,2,2,2
2622,B64-X24,24.01,0.0,2,2,2
