序号,转换后JH,JX,Dogleg Severity,status,origin_status_predict,status_predict
4185,B64-X65,0.0,1.05,0,0,0
4186,B64-X65,0.37,0.333,0,0,0
4187,B64-X65,0.33,0.23,0,0,0
4188,B64-X65,0.16,0.225,0,0,0
4189,B64-X65,0.36,0.101,0,0,0
4190,B64-X65,0.32,0.239,0,0,0
4191,B64-X65,0.52,0.115,0,0,0
4192,B64-X65,0.48,0.0964,0,0,0
4193,B64-X65,0.42,0.0907,0,0,0
4194,B64-X65,0.4,0.112,0,0,0
4195,B64-X65,0.3,0.0332,0,0,0
4196,B64-X65,0.3,0.0349,0,0,0
4197,B64-X65,0.3,0.112,0,0,0
4198,B64-X65,0.4,0.21,0,0,0
4199,B64-X65,0.2,0.105,0,0,0
4200,B64-X65,0.1,0.417,0,0,0
4201,B64-X65,0.5,0.737,0,0,0
4202,B64-X65,1.2,0.173,0,0,0
4203,B64-X65,1.1,0.0909,0,0,0
4204,B64-X65,1.1,0.113,0,0,0
4205,B64-X65,1.2,0.209,0,0,0
4206,B64-X65,1.0,0.215,0,0,0
4207,B64-X65,1.2,0.437,0,0,0
4208,B64-X65,1.6,0.186,0,0,0
4209,B64-X65,1.7,0.123,0,0,0
4210,B64-X65,1.7,0.144,0,0,0
4211,B64-X65,1.6,0.0761,0,0,0
4212,B64-X65,1.6,0.122,0,0,0
4213,B64-X65,1.7,0.319,0,0,0
4214,B64-X65,1.4,0.115,0,0,0
4215,B64-X65,1.3,0.214,0,0,0
4216,B64-X65,1.5,0.0335,0,0,0
4217,B64-X65,1.5,0.314,0,0,0
4218,B64-X65,1.2,0.0232,0,0,0
4219,B64-X65,1.2,0.107,0,0,0
4220,B64-X65,1.3,0.105,0,0,0
4221,B64-X65,1.2,0.314,0,0,0
4222,B64-X65,1.5,0.111,0,0,0
4223,B64-X65,1.4,0.0389,0,0,0
4224,B64-X65,1.4,0.0313,0,0,0
4225,B64-X65,1.4,0.0163,0,0,0
4226,B64-X65,1.4,0.417,0,0,0
4227,B64-X65,1.0,0.835,0,0,0
4228,B64-X65,1.8,0.123,0,0,0
4229,B64-X65,1.7,0.121,0,0,0
4230,B64-X65,1.8,0.424,0,0,0
4231,B64-X65,2.2,0.228,0,0,0
4232,B64-X65,2.4,0.227,0,0,0
4233,B64-X65,2.2,0.224,0,0,0
4234,B64-X65,2.4,0.123,0,0,0
4235,B64-X65,2.3,0.107,0,0,0
4236,B64-X65,2.2,1.36,0,0,0
4237,B64-X65,0.9,0.417,0,0,0
4238,B64-X65,0.5,0.417,0,0,0
4239,B64-X65,0.9,0.314,0,0,0
4240,B64-X65,1.2,3.23,0,0,0
4241,B64-X65,4.3,4.73,1,1,1
4242,B64-X65,8.8,2.81,1,1,1
4243,B64-X65,11.3,2.96,1,1,1
4244,B64-X65,14.0,1.14,1,1,1
4245,B64-X65,13.1,1.64,1,1,1
4246,B64-X65,14.6,0.837,1,1,1
4247,B64-X65,15.3,0.897,1,1,1
4248,B64-X65,14.5,0.271,2,2,2
4249,B64-X65,14.5,0.393,2,2,2
4250,B64-X65,14.2,0.549,2,2,2
4251,B64-X65,13.7,0.328,2,2,2
4252,B64-X65,13.4,0.227,2,2,2
4253,B64-X65,13.2,0.33,2,2,2
4254,B64-X65,12.9,0.147,2,2,2
4255,B64-X65,13.0,0.328,2,2,2
4256,B64-X65,12.7,1.46,2,2,2
4257,B64-X65,11.3,2.71,3,3,3
4258,B64-X65,8.7,2.3,3,3,3
4259,B64-X65,6.5,1.36,3,3,3
4260,B64-X65,5.2,2.19,3,3,3
4261,B64-X65,3.1,0.313,3,3,3
4262,B64-X65,2.8,0.209,3,3,3
4263,B64-X65,3.0,0.418,3,3,3
4264,B64-X65,2.6,0.522,3,3,3
4265,B64-X65,2.1,0.209,3,3,3
4266,B64-X65,1.9,0.00519,3,3,3
4267,B64-X65,1.9,0.209,3,3,3
4268,B64-X65,1.7,0.417,3,3,3
4269,B64-X65,2.1,0.0134,3,3,3
4270,B64-X65,2.1,0.0134,3,3,3
4271,B64-X65,2.1,0.0134,3,3,3
