序号,转换后JH,JX,Dogleg Severity,status,origin_status_predict,status_predict
1079,B16-X27,0.0,0.211,0,0,0
1080,B16-X27,0.21,0.245,0,0,0
1081,B16-X27,0.42,0.361,0,0,0
1082,B16-X27,0.57,1.53,0,0,0
1083,B16-X27,1.98,3.13,1,1,1
1084,B16-X27,4.83,2.86,1,1,1
1085,B16-X27,6.94,3.59,1,1,1
1086,B16-X27,9.49,3.91,1,1,1
1087,B16-X27,11.56,3.61,1,1,1
1088,B16-X27,11.99,3.88,1,1,1
1089,B16-X27,12.5,4.0,1,1,1
1090,B16-X27,12.88,3.89,1,1,1
1091,B16-X27,13.81,3.92,1,1,1
1092,B16-X27,14.73,4.02,1,1,1
1093,B16-X27,15.64,5.37,1,1,1
1094,B16-X27,17.26,4.84,1,1,1
1095,B16-X27,18.67,5.09,1,1,1
1096,B16-X27,20.13,5.05,1,1,1
1097,B16-X27,21.75,4.94,1,1,1
1098,B16-X27,23.33,4.63,1,1,1
1099,B16-X27,24.83,5.19,1,1,1
1100,B16-X27,26.47,5.12,1,1,1
1101,B16-X27,28.12,4.88,1,1,1
1102,B16-X27,29.66,5.3,1,1,1
1103,B16-X27,31.35,5.27,1,1,1
1104,B16-X27,33.02,4.91,1,1,1
1105,B16-X27,34.56,4.92,1,1,1
1106,B16-X27,36.12,5.11,1,1,1
1107,B16-X27,37.73,4.93,1,1,1
1108,B16-X27,39.27,5.09,1,1,1
1109,B16-X27,40.88,5.21,1,1,1
1110,B16-X27,42.53,5.06,1,1,1
1111,B16-X27,44.15,4.69,1,1,1
1112,B16-X27,45.65,1.18,1,1,1
1113,B16-X27,46.06,1.79,2,1,1
1114,B16-X27,47.37,0.593,2,2,2
1115,B16-X27,47.13,0.454,2,2,2
1116,B16-X27,46.89,0.952,2,2,2
1117,B16-X27,46.02,1.93,2,2,2
1118,B16-X27,44.2,0.422,2,2,2
1119,B16-X27,43.85,0.495,2,2,2
1120,B16-X27,43.42,0.29,2,2,2
1121,B16-X27,43.23,0.27,2,2,2
1122,B16-X27,43.07,2.4,2,2,2
1123,B16-X27,43.77,0.577,2,2,2
1124,B16-X27,44.03,0.567,2,2,2
1125,B16-X27,44.3,0.69,2,2,2
1126,B16-X27,44.93,0.825,2,2,2
1127,B16-X27,45.66,0.161,2,2,2
1128,B16-X27,45.72,0.34,2,2,2
1129,B16-X27,45.88,0.151,2,2,2
1130,B16-X27,45.86,0.226,2,2,2
1131,B16-X27,45.83,0.0519,2,2,2
1132,B16-X27,45.88,0.0851,2,2,2
1133,B16-X27,45.92,0.154,2,2,2
1134,B16-X27,45.89,0.0814,2,2,2
1135,B16-X27,45.86,0.49,2,2,2
1136,B16-X27,45.44,0.25,2,2,2
1137,B16-X27,45.21,0.192,2,2,2
1138,B16-X27,45.04,0.658,2,2,2
1139,B16-X27,45.67,0.683,2,2,2
1140,B16-X27,46.32,0.245,2,2,2
1141,B16-X27,46.23,0.298,2,2,2
