序号,转换后JH,JX,Dogleg Severity,status,origin_status_predict,status_predict
3757,B64-X55,0.0,0.655,0,0,0
3758,B64-X55,0.18,0.157,0,0,0
3759,B64-X55,0.04,0.00518,0,0,0
3760,B64-X55,0.04,0.188,0,0,0
3761,B64-X55,0.18,0.0853,0,0,0
3762,B64-X55,0.24,0.0559,0,0,0
3763,B64-X55,0.29,0.213,0,0,0
3764,B64-X55,0.4,0.435,0,0,0
3765,B64-X55,0.8,0.813,0,0,0
3766,B64-X55,0.1,0.864,0,0,0
3767,B64-X55,0.8,0.673,0,0,0
3768,B64-X55,1.4,0.0,0,0,0
3769,B64-X55,1.4,0.265,0,0,0
3770,B64-X55,1.6,0.865,0,0,0
3771,B64-X55,1.4,0.741,0,0,0
3772,B64-X55,1.8,0.434,0,0,0
3773,B64-X55,2.2,0.323,0,0,0
3774,B64-X55,1.9,0.509,0,0,0
3775,B64-X55,1.5,0.646,0,0,0
3776,B64-X55,2.1,0.0268,0,0,0
3777,B64-X55,2.1,0.107,0,0,0
3778,B64-X55,2.1,0.258,0,0,0
3779,B64-X55,1.9,0.231,0,0,0
3780,B64-X55,1.9,0.76,0,0,0
3781,B64-X55,1.9,1.28,0,0,0
3782,B64-X55,2.5,0.23,0,0,0
3783,B64-X55,2.4,0.0917,0,0,0
3784,B64-X55,2.4,0.458,0,0,0
3785,B64-X55,2.7,0.155,0,0,0
3786,B64-X55,2.8,0.42,0,0,0
3787,B64-X55,2.4,0.227,0,0,0
3788,B64-X55,2.2,0.208,0,0,0
3789,B64-X55,2.3,0.105,0,0,0
3790,B64-X55,2.2,0.417,0,0,0
3791,B64-X55,2.6,0.0662,0,0,0
3792,B64-X55,2.6,3.91,0,0,0
3793,B64-X55,6.2,4.47,1,1,1
3794,B64-X55,10.3,4.48,1,1,1
3795,B64-X55,14.6,3.78,1,1,1
3796,B64-X55,18.2,3.98,1,1,1
3797,B64-X55,22.0,3.35,1,1,1
3798,B64-X55,25.0,0.453,1,1,1
3799,B64-X55,24.6,0.74,2,1,1
3800,B64-X55,25.1,0.314,2,1,1
3801,B64-X55,24.8,0.619,2,1,1
3802,B64-X55,24.7,1.34,2,2,2
3803,B64-X55,25.3,0.383,2,1,2
3804,B64-X55,25.0,0.835,2,2,2
3805,B64-X55,25.8,0.25,2,2,2
3806,B64-X55,26.0,0.228,2,2,2
3807,B64-X55,26.2,0.507,2,2,2
3808,B64-X55,26.2,0.586,2,2,2
3809,B64-X55,25.8,0.272,2,2,2
3810,B64-X55,25.8,0.641,2,2,2
3811,B64-X55,26.4,0.254,2,2,2
3812,B64-X55,26.3,0.384,2,2,2
3813,B64-X55,26.2,0.213,2,2,2
3814,B64-X55,26.0,0.251,2,2,2
3815,B64-X55,25.9,0.546,2,2,2
3816,B64-X55,25.9,0.468,2,2,2
3817,B64-X55,26.0,0.47,2,2,2
3818,B64-X55,26.1,0.836,2,2,2
3819,B64-X55,26.9,0.48,2,2,2
3820,B64-X55,27.3,0.737,2,2,2
3821,B64-X55,28.0,0.358,2,2,2
3822,B64-X55,27.9,0.649,2,2,2
3823,B64-X55,27.4,0.627,2,2,2
3824,B64-X55,26.8,0.951,2,2,2
3825,B64-X55,25.9,1.01,2,2,2
3826,B64-X55,26.3,0.312,2,2,2
3827,B64-X55,26.5,0.765,2,2,2
3828,B64-X55,25.8,0.664,2,2,2
3829,B64-X55,26.3,0.59,2,2,2
3830,B64-X55,25.8,0.942,2,2,2
3831,B64-X55,24.9,0.971,2,2,2
3832,B64-X55,24.8,1.03,2,2,2
3833,B64-X55,23.9,0.735,2,2,2
3834,B64-X55,24.6,0.75,2,2,2
3835,B64-X55,25.3,0.628,2,2,2
3836,B64-X55,25.9,1.08,2,2,2
3837,B64-X55,26.9,0.368,2,2,2
3838,B64-X55,27.2,1.13,2,2,2
3839,B64-X55,26.2,0.278,2,2,2
3840,B64-X55,26.0,0.524,2,2,2
3841,B64-X55,26.5,0.573,2,2,2
3842,B64-X55,27.0,0.0,2,2,2
3843,B64-X55,27.0,0.0,2,2,2
