序号,转换后JH,JX,Dogleg Severity,status,origin_status_predict,status_predict
2623,B64-X25,0.0,0.0889,0,0,0
2624,B64-X25,0.67,0.237,0,0,0
2625,B64-X25,0.87,0.236,0,0,0
2626,B64-X25,0.7,0.394,0,0,0
2627,B64-X25,0.34,0.154,0,0,0
2628,B64-X25,0.21,0.222,0,0,0
2629,B64-X25,0.12,0.112,0,0,0
2630,B64-X25,0.18,0.144,0,0,0
2631,B64-X25,0.31,0.292,0,0,0
2632,B64-X25,0.59,0.316,0,0,0
2633,B64-X25,0.86,0.201,0,0,0
2634,B64-X25,1.05,0.0548,0,0,0
2635,B64-X25,1.0,0.0498,0,0,0
2636,B64-X25,0.97,0.305,0,0,0
2637,B64-X25,0.86,0.15,0,0,0
2638,B64-X25,0.72,0.159,0,0,0
2639,B64-X25,0.57,0.212,0,0,0
2640,B64-X25,0.41,0.145,0,0,0
2641,B64-X25,0.45,0.146,0,0,0
2642,B64-X25,0.35,0.213,0,0,0
2643,B64-X25,0.34,0.195,0,0,0
2644,B64-X25,0.34,0.147,0,0,0
2645,B64-X25,0.48,0.242,0,0,0
2646,B64-X25,0.68,0.173,0,0,0
2647,B64-X25,0.81,0.0769,0,0,0
2648,B64-X25,0.79,0.342,0,0,0
2649,B64-X25,1.1,0.0781,0,0,0
2650,B64-X25,1.1,0.118,0,0,0
2651,B64-X25,1.08,0.104,0,0,0
2652,B64-X25,1.04,0.361,0,0,0
2653,B64-X25,0.99,0.215,0,0,0
2654,B64-X25,0.97,0.323,0,0,0
2655,B64-X25,0.78,0.0875,0,0,0
2656,B64-X25,0.83,0.144,0,0,0
2657,B64-X25,0.74,0.162,0,0,0
2658,B64-X25,0.75,0.289,0,0,0
2659,B64-X25,0.48,0.0833,0,0,0
2660,B64-X25,0.51,0.489,0,0,0
2661,B64-X25,0.71,0.356,0,0,0
2662,B64-X25,0.86,0.217,0,0,0
2663,B64-X25,1.03,0.115,0,0,0
2664,B64-X25,1.05,0.119,0,0,0
2665,B64-X25,1.06,0.367,0,0,0
2666,B64-X25,1.36,0.2,0,0,0
2667,B64-X25,1.55,0.101,0,0,0
2668,B64-X25,1.49,0.141,0,0,0
2669,B64-X25,1.6,0.0183,0,0,0
2670,B64-X25,1.61,0.208,0,0,0
2671,B64-X25,1.56,0.31,0,0,0
2672,B64-X25,1.45,0.365,0,0,0
2673,B64-X25,1.29,2.3,0,0,0
2674,B64-X25,1.36,6.36,0,0,0
2675,B64-X25,6.24,7.33,1,1,1
2676,B64-X25,13.14,5.12,1,1,1
2677,B64-X25,18.02,2.33,1,1,1
2678,B64-X25,19.5,0.262,1,1,1
2679,B64-X25,19.47,0.505,1,1,1
2680,B64-X25,19.07,4.66,1,1,1
2681,B64-X25,23.12,0.751,1,1,1
2682,B64-X25,22.4,1.09,2,2,2
2683,B64-X25,21.88,0.728,2,2,2
2684,B64-X25,21.18,0.181,2,2,2
2685,B64-X25,21.01,0.545,2,2,2
2686,B64-X25,21.53,0.747,2,2,2
2687,B64-X25,22.2,0.729,2,2,2
2688,B64-X25,22.9,0.527,2,2,2
2689,B64-X25,23.4,1.14,2,2,2
2690,B64-X25,24.5,1.01,2,2,2
2691,B64-X25,24.35,0.246,2,2,2
2692,B64-X25,24.57,0.828,2,2,2
2693,B64-X25,24.83,0.35,2,2,2
2694,B64-X25,25.09,2.41,2,2,2
2695,B64-X25,24.65,0.803,2,2,2
2696,B64-X25,24.04,0.0941,2,2,2
2697,B64-X25,24.13,0.686,2,2,2
2698,B64-X25,23.99,0.253,2,2,2
2699,B64-X25,23.99,0.682,2,2,2
2700,B64-X25,23.95,0.238,2,2,2
2701,B64-X25,23.76,0.0,2,2,2
2702,B64-X25,23.76,0.0,2,2,2
