序号,转换后JH,JX,Dogleg Severity,status,origin_status_predict,status_predict
5117,B64-X90,0.0,0.483,0,0,0
5118,B64-X90,0.48,0.43,0,0,0
5119,B64-X90,0.09,0.366,0,0,0
5120,B64-X90,0.44,0.634,0,0,0
5121,B64-X90,0.9,0.85,0,0,0
5122,B64-X90,1.36,0.529,0,0,0
5123,B64-X90,1.03,0.451,0,0,0
5124,B64-X90,0.7,0.54,0,0,0
5125,B64-X90,1.19,0.302,0,0,0
5126,B64-X90,1.45,0.221,0,0,0
5127,B64-X90,1.63,0.349,0,0,0
5128,B64-X90,1.54,0.301,0,0,0
5129,B64-X90,1.71,1.22,0,0,0
5130,B64-X90,2.68,0.132,0,0,0
5131,B64-X90,2.61,0.15,0,0,0
5132,B64-X90,2.5,0.218,0,0,0
5133,B64-X90,2.29,0.392,0,0,0
5134,B64-X90,2.29,0.878,0,0,0
5135,B64-X90,2.72,3.52,0,0,0
5136,B64-X90,3.85,3.49,1,1,1
5137,B64-X90,4.97,3.56,1,1,1
5138,B64-X90,6.11,3.72,1,1,1
5139,B64-X90,7.31,3.84,1,1,1
5140,B64-X90,8.51,3.76,1,1,1
5141,B64-X90,9.71,4.28,1,1,1
5142,B64-X90,11.08,4.33,1,1,1
5143,B64-X90,12.46,4.31,1,1,1
5144,B64-X90,13.84,4.62,1,1,1
5145,B64-X90,15.3,4.55,1,1,1
5146,B64-X90,16.77,4.58,1,1,1
5147,B64-X90,18.24,4.95,1,1,1
5148,B64-X90,19.79,4.98,1,1,1
5149,B64-X90,21.35,5.04,1,1,1
5150,B64-X90,22.9,4.59,1,1,1
5151,B64-X90,24.32,4.5,1,1,1
5152,B64-X90,25.74,4.57,1,1,1
5153,B64-X90,27.16,4.79,1,1,1
5154,B64-X90,28.69,4.83,1,1,1
5155,B64-X90,30.23,4.83,1,1,1
5156,B64-X90,31.77,5.01,1,1,1
5157,B64-X90,33.35,5.08,1,1,1
5158,B64-X90,34.93,5.05,1,1,1
5159,B64-X90,36.52,0.455,1,1,1
5160,B64-X90,36.1,0.453,2,2,2
5161,B64-X90,35.68,0.912,2,2,2
5162,B64-X90,34.81,0.926,2,2,2
5163,B64-X90,33.93,1.87,2,2,2
5164,B64-X90,34.67,3.59,2,2,2
5165,B64-X90,35.73,0.148,2,2,2
5166,B64-X90,35.6,0.146,2,2,2
5167,B64-X90,35.46,0.591,2,2,2
5168,B64-X90,34.94,0.599,2,2,2
5169,B64-X90,34.41,0.57,2,2,2
5170,B64-X90,34.72,1.85,2,2,2
5171,B64-X90,33.22,1.27,2,2,2
5172,B64-X90,34.41,0.826,2,2,2
5173,B64-X90,35.2,0.928,2,2,2
5174,B64-X90,36.08,0.125,2,2,2
5175,B64-X90,36.06,2.54,2,2,2
5176,B64-X90,33.74,0.563,2,2,2
5177,B64-X90,33.31,0.305,2,2,2
5178,B64-X90,33.18,0.369,2,2,2
5179,B64-X90,33.05,3.35,2,2,2
5180,B64-X90,36.25,1.17,2,2,2
5181,B64-X90,36.34,0.0623,2,2,2
5182,B64-X90,36.34,0.874,2,2,2
5183,B64-X90,35.64,1.19,2,2,2
5184,B64-X90,35.07,0.0675,2,2,2
5185,B64-X90,35.04,0.121,2,2,2
5186,B64-X90,35.02,0.252,2,2,2
5187,B64-X90,34.94,0.474,2,2,2
5188,B64-X90,34.72,0.47,2,2,2
5189,B64-X90,35.07,0.257,2,2,2
5190,B64-X90,34.85,0.127,2,2,2
5191,B64-X90,34.89,0.125,2,2,2
5192,B64-X90,35.01,0.12,2,2,2
5193,B64-X90,35.11,0.0866,2,2,2
5194,B64-X90,35.05,0.0942,2,2,2
5195,B64-X90,34.98,0.511,2,2,2
5196,B64-X90,35.16,0.402,2,2,2
5197,B64-X90,35.42,0.262,2,2,2
5198,B64-X90,35.52,0.272,2,2,2
5199,B64-X90,35.64,0.282,2,2,2
5200,B64-X90,35.91,0.13,2,2,2
5201,B64-X90,36.02,0.0872,2,2,2
5202,B64-X90,36.08,0.0944,2,2,2
5203,B64-X90,36.17,0.227,2,2,2
5204,B64-X90,35.96,0.291,2,2,2
5205,B64-X90,35.68,0.592,2,2,2
5206,B64-X90,35.11,0.602,2,2,2
5207,B64-X90,34.54,0.779,3,3,3
5208,B64-X90,33.79,0.828,3,3,3
5209,B64-X90,33.0,1.63,3,3,3
5210,B64-X90,31.86,0.195,3,3,3
5211,B64-X90,32.04,0.762,3,3,3
5212,B64-X90,32.48,0.432,3,3,3
5213,B64-X90,32.3,0.312,3,3,3
5214,B64-X90,32.16,0.255,3,3,3
5215,B64-X90,32.04,0.717,3,3,3
5216,B64-X90,32.08,0.788,3,3,3
5217,B64-X90,31.42,0.72,3,3,3
5218,B64-X90,31.11,1.02,3,3,3
5219,B64-X90,30.2,1.52,3,3,3
5220,B64-X90,28.87,0.987,3,3,3
5221,B64-X90,27.93,1.02,3,3,3
5222,B64-X90,26.98,0.461,3,3,3
5223,B64-X90,26.72,0.36,3,3,3
5224,B64-X90,26.5,0.356,3,3,3
5225,B64-X90,26.76,0.654,3,3,3
5226,B64-X90,26.13,0.759,3,3,3
5227,B64-X90,25.49,1.13,3,3,3
5228,B64-X90,25.51,1.12,3,3,3
5229,B64-X90,25.62,1.26,3,3,3
5230,B64-X90,25.05,0.377,3,3,3
5231,B64-X90,24.92,0.398,3,3,3
5232,B64-X90,24.87,0.447,3,3,3
5233,B64-X90,24.85,0.0,3,3,3
5234,B64-X90,24.85,0.0,3,3,3
