序号,转换后JH,JX,Dogleg Severity,status,origin_status_predict,status_predict
5700,Z80-X5,0.0,0.304,0,0,0
5701,Z80-X5,0.22,0.00124,0,0,0
5702,Z80-X5,0.22,0.137,0,0,0
5703,Z80-X5,0.24,0.0938,0,0,0
5704,Z80-X5,0.23,0.101,0,0,0
5705,Z80-X5,0.23,0.0819,0,0,0
5706,Z80-X5,0.22,0.138,0,0,0
5707,Z80-X5,0.35,0.112,0,0,0
5708,Z80-X5,0.44,0.168,0,0,0
5709,Z80-X5,0.56,0.169,0,0,0
5710,Z80-X5,0.66,0.075,0,0,0
5711,Z80-X5,0.62,0.0528,0,0,0
5712,Z80-X5,0.59,0.0435,0,0,0
5713,Z80-X5,0.55,0.0278,0,0,0
5714,Z80-X5,0.53,0.0129,0,0,0
5715,Z80-X5,0.54,0.0222,0,0,0
5716,Z80-X5,0.55,0.0226,0,0,0
5717,Z80-X5,0.56,0.0229,0,0,0
5718,Z80-X5,0.57,0.0444,0,0,0
5719,Z80-X5,0.6,0.114,0,0,0
5720,Z80-X5,0.7,0.141,0,0,0
5721,Z80-X5,0.83,0.53,0,0,0
5722,Z80-X5,0.7,0.35,0,0,0
5723,Z80-X5,1.01,0.34,0,0,0
5724,Z80-X5,1.27,0.15,0,0,0
5725,Z80-X5,1.41,0.037,0,0,0
5726,Z80-X5,1.4,0.0514,0,0,0
5727,Z80-X5,1.39,0.0385,0,0,0
5728,Z80-X5,1.37,0.0313,0,0,0
5729,Z80-X5,1.36,0.0142,0,0,0
5730,Z80-X5,1.36,0.0373,0,0,0
5731,Z80-X5,1.33,0.0229,0,0,0
5732,Z80-X5,1.35,0.0438,0,0,0
5733,Z80-X5,1.31,0.0251,0,0,0
5734,Z80-X5,1.33,0.0106,0,0,0
5735,Z80-X5,1.32,0.468,0,0,0
5736,Z80-X5,1.77,0.342,0,0,0
5737,Z80-X5,2.09,0.239,0,0,0
5738,Z80-X5,2.29,0.148,0,0,0
5739,Z80-X5,2.15,0.251,0,0,0
5740,Z80-X5,2.1,0.323,0,0,0
5741,Z80-X5,2.11,0.273,0,0,0
5742,Z80-X5,2.1,0.194,0,0,0
5743,Z80-X5,2.08,0.0644,0,0,0
5744,Z80-X5,2.07,0.0362,0,0,0
5745,Z80-X5,2.05,1.1,0,0,0
5746,Z80-X5,2.8,0.0517,0,0,0
5747,Z80-X5,2.85,0.0732,0,0,0
5748,Z80-X5,2.9,0.194,0,0,0
5749,Z80-X5,2.91,0.277,0,0,0
5750,Z80-X5,2.83,0.978,0,0,0
5751,Z80-X5,2.91,0.169,0,0,0
5752,Z80-X5,2.86,0.142,0,0,0
5753,Z80-X5,2.79,0.129,0,0,0
5754,Z80-X5,2.89,0.033,0,0,0
5755,Z80-X5,2.9,2.5,0,0,0
5756,Z80-X5,3.5,2.35,1,1,1
5757,Z80-X5,4.17,2.61,1,1,1
5758,Z80-X5,4.97,3.72,1,1,1
5759,Z80-X5,6.1,3.83,1,1,1
5760,Z80-X5,7.24,3.91,1,1,1
5761,Z80-X5,8.37,3.32,1,1,1
5762,Z80-X5,9.43,3.33,1,1,1
5763,Z80-X5,10.49,3.35,1,1,1
5764,Z80-X5,11.56,3.54,1,1,1
5765,Z80-X5,12.69,3.55,1,1,1
5766,Z80-X5,13.82,3.54,1,1,1
5767,Z80-X5,14.94,3.9,1,1,1
5768,Z80-X5,16.18,3.9,1,1,1
5769,Z80-X5,17.41,3.93,1,1,1
5770,Z80-X5,18.65,3.99,1,1,1
5771,Z80-X5,19.81,3.85,1,1,1
5772,Z80-X5,22.2,2.47,1,1,1
5773,Z80-X5,24.37,0.497,1,1,1
5774,Z80-X5,24.78,0.396,1,1,1
5775,Z80-X5,25.16,0.291,1,1,1
5776,Z80-X5,25.41,0.304,1,1,1
5777,Z80-X5,25.69,0.382,1,1,1
5778,Z80-X5,26.05,0.679,1,1,1
5779,Z80-X5,26.65,0.326,1,1,1
5780,Z80-X5,26.87,0.617,1,1,1
5781,Z80-X5,27.4,0.962,1,1,1
5782,Z80-X5,28.3,1.01,1,1,1
5783,Z80-X5,28.9,0.699,1,1,1
5784,Z80-X5,29.51,1.42,1,1,1
5785,Z80-X5,30.5,0.946,1,1,1
5786,Z80-X5,31.4,0.891,1,1,1
5787,Z80-X5,32.15,0.61,1,1,1
5788,Z80-X5,32.7,0.886,1,1,1
5789,Z80-X5,33.4,0.946,1,1,1
5790,Z80-X5,34.2,0.841,1,1,1
5791,Z80-X5,34.91,0.907,1,1,1
5792,Z80-X5,35.57,1.93,1,1,1
5793,Z80-X5,36.2,1.25,1,1,1
5794,Z80-X5,37.07,2.49,1,1,1
5795,Z80-X5,35.97,1.09,1,1,1
5796,Z80-X5,36.8,0.541,1,2,2
5797,Z80-X5,37.32,1.08,1,2,2
5798,Z80-X5,38.16,1.08,1,2,2
5799,Z80-X5,39.0,0.187,1,2,2
5800,Z80-X5,39.13,1.25,2,2,2
5801,Z80-X5,40.32,0.683,2,2,2
5802,Z80-X5,40.98,1.23,2,2,2
5803,Z80-X5,40.41,1.25,2,2,2
5804,Z80-X5,39.91,0.636,2,2,2
5805,Z80-X5,39.57,0.882,2,2,2
5806,Z80-X5,40.4,0.535,2,2,2
5807,Z80-X5,40.9,2.18,2,2,2
5808,Z80-X5,43.0,2.19,2,2,2
5809,Z80-X5,40.9,3.72,2,2,2
5810,Z80-X5,37.3,1.06,2,3,2
5811,Z80-X5,38.12,0.75,2,3,2
5812,Z80-X5,38.8,1.03,2,3,2
5813,Z80-X5,39.79,0.738,2,2,2
5814,Z80-X5,40.5,0.817,2,2,2
5815,Z80-X5,41.29,0.636,2,2,2
5816,Z80-X5,41.6,0.592,2,2,2
5817,Z80-X5,41.81,0.321,2,2,2
5818,Z80-X5,42.12,0.369,2,2,2
5819,Z80-X5,42.47,0.0643,2,2,2
5820,Z80-X5,42.49,0.0766,2,2,2
5821,Z80-X5,42.46,0.0763,2,2,2
5822,Z80-X5,42.43,0.0311,2,2,2
5823,Z80-X5,42.4,0.0104,2,2,2
5824,Z80-X5,42.39,0.0707,2,2,2
5825,Z80-X5,42.38,0.525,2,2,2
5826,Z80-X5,41.95,0.501,2,2,2
5827,Z80-X5,41.51,0.437,2,2,2
5828,Z80-X5,41.11,0.363,2,2,2
5829,Z80-X5,40.76,1.06,2,2,2
5830,Z80-X5,39.79,1.12,3,3,3
5831,Z80-X5,38.78,0.987,3,3,3
5832,Z80-X5,37.86,0.968,3,3,3
5833,Z80-X5,36.96,1.1,3,3,3
5834,Z80-X5,35.9,0.81,3,3,3
5835,Z80-X5,35.2,0.782,3,3,3
5836,Z80-X5,34.56,0.294,3,3,3
5837,Z80-X5,34.56,0.0589,3,3,3
5838,Z80-X5,34.56,0.686,3,3,3
5839,Z80-X5,33.9,2.07,3,3,3
5840,Z80-X5,31.9,2.16,3,3,3
5841,Z80-X5,29.82,2.96,3,3,3
5842,Z80-X5,27.0,3.04,3,3,3
5843,Z80-X5,24.1,2.36,3,3,3
5844,Z80-X5,21.86,1.89,3,3,3
5845,Z80-X5,20.08,1.89,3,3,3
5846,Z80-X5,18.29,1.88,3,3,3
5847,Z80-X5,16.6,1.93,3,3,3
5848,Z80-X5,16.5,0.884,3,3,3
5849,Z80-X5,15.65,0.906,3,3,3
5850,Z80-X5,14.79,0.723,3,3,3
5851,Z80-X5,14.1,0.0,3,3,3
5852,Z80-X5,14.1,0.0,3,3,3
