序号,转换后JH,JX,Dogleg Severity,status,origin_status_predict,status_predict
2787,B64-X39,0.0,0.0225,0,0,0
2788,B64-X39,0.14,0.0337,0,0,0
2789,B64-X39,0.12,0.225,0,0,0
2790,B64-X39,0.33,0.0627,0,0,0
2791,B64-X39,0.27,0.0315,0,0,0
2792,B64-X39,0.3,0.0323,0,0,0
2793,B64-X39,0.27,0.124,0,0,0
2794,B64-X39,0.15,0.0726,0,0,0
2795,B64-X39,0.08,0.104,0,0,0
2796,B64-X39,0.18,0.00807,0,0,0
2797,B64-X39,0.18,0.188,0,0,0
2798,B64-X39,0.0,0.0416,0,0,0
2799,B64-X39,0.04,0.189,0,0,0
2800,B64-X39,0.22,0.146,0,0,0
2801,B64-X39,0.36,0.0839,0,0,0
2802,B64-X39,0.44,0.0884,0,0,0
2803,B64-X39,0.47,0.417,0,0,0
2804,B64-X39,0.07,0.233,0,0,0
2805,B64-X39,0.22,0.0442,0,0,0
2806,B64-X39,0.18,0.0218,0,0,0
2807,B64-X39,0.16,0.0316,0,0,0
2808,B64-X39,0.19,0.0741,0,0,0
2809,B64-X39,0.21,0.0565,0,0,0
2810,B64-X39,0.16,0.0286,0,0,0
2811,B64-X39,0.16,0.0853,0,0,0
2812,B64-X39,0.19,0.171,0,0,0
2813,B64-X39,0.28,0.233,0,0,0
2814,B64-X39,0.36,0.114,0,0,0
2815,B64-X39,0.42,0.0993,0,0,0
2816,B64-X39,0.46,0.208,0,0,0
2817,B64-X39,0.26,0.177,0,0,0
2818,B64-X39,0.09,6.51e-05,0,0,0
2819,B64-X39,0.09,0.0212,0,0,0
2820,B64-X39,0.11,0.115,0,0,0
2821,B64-X39,0.22,0.0316,0,0,0
2822,B64-X39,0.24,0.0489,0,0,0
2823,B64-X39,0.24,0.0916,0,0,0
2824,B64-X39,0.17,0.0617,0,0,0
2825,B64-X39,0.22,0.0834,0,0,0
2826,B64-X39,0.14,0.0543,0,0,0
2827,B64-X39,0.09,0.207,0,0,0
2828,B64-X39,0.29,0.0956,0,0,0
2829,B64-X39,0.29,0.234,0,0,0
2830,B64-X39,0.2,5.06,0,0,0
2831,B64-X39,3.3,4.62,1,1,1
2832,B64-X39,6.2,5.94,1,1,1
2833,B64-X39,9.9,4.68,1,1,1
2834,B64-X39,14.3,5.39,1,1,1
2835,B64-X39,17.4,1.49,1,1,1
2836,B64-X39,18.7,2.0,1,1,1
2837,B64-X39,20.6,1.6,1,1,1
2838,B64-X39,21.8,0.323,1,1,1
2839,B64-X39,22.1,0.816,1,1,1
2840,B64-X39,22.54,0.817,1,1,1
2841,B64-X39,23.0,1.76,1,1,1
2842,B64-X39,23.94,1.75,1,1,1
2843,B64-X39,24.9,0.499,1,1,1
2844,B64-X39,25.3,0.906,1,2,2
2845,B64-X39,26.04,0.916,1,2,2
2846,B64-X39,26.8,0.935,1,2,2
2847,B64-X39,27.7,0.516,1,2,2
2848,B64-X39,27.95,0.517,2,2,2
2849,B64-X39,28.2,0.762,2,2,2
2850,B64-X39,28.5,0.59,2,2,2
2851,B64-X39,28.8,2.69,2,2,2
2852,B64-X39,26.8,0.677,2,2,2
2853,B64-X39,26.9,0.681,2,2,2
2854,B64-X39,27.3,0.532,2,2,2
2855,B64-X39,27.75,0.526,2,2,2
2856,B64-X39,28.2,0.625,2,2,2
2857,B64-X39,28.26,0.477,2,2,2
2858,B64-X39,28.3,0.391,2,2,2
2859,B64-X39,28.67,0.737,2,2,2
2860,B64-X39,29.0,0.94,2,2,2
2861,B64-X39,30.1,0.946,2,2,2
2862,B64-X39,30.4,0.849,2,2,2
2863,B64-X39,30.8,0.234,2,2,2
2864,B64-X39,31.02,1.52,2,2,2
2865,B64-X39,31.3,0.846,2,2,2
2866,B64-X39,31.61,0.561,2,2,2
2867,B64-X39,31.82,0.331,2,2,2
2868,B64-X39,32.02,0.36,2,2,2
2869,B64-X39,32.27,0.566,2,2,2
2870,B64-X39,32.5,0.653,2,2,2
2871,B64-X39,32.8,0.397,2,2,2
2872,B64-X39,33.01,0.514,2,2,2
2873,B64-X39,33.34,0.305,2,2,2
2874,B64-X39,33.63,0.62,2,2,2
2875,B64-X39,33.56,0.258,2,2,2
2876,B64-X39,33.78,0.258,2,2,2
