序号,转换后JH,JX,Dogleg Severity,status,origin_status_predict,status_predict
7271,BX698,0.0,0.92,0,0,0
7272,BX698,0.32,0.0183,0,0,0
7273,BX698,0.32,0.0755,0,0,0
7274,BX698,0.25,0.282,0,0,0
7275,BX698,0.48,0.361,0,0,0
7276,BX698,0.27,0.366,0,0,0
7277,BX698,0.43,0.283,0,0,0
7278,BX698,0.49,0.146,0,0,0
7279,BX698,0.36,0.106,0,0,0
7280,BX698,0.46,0.0899,0,0,0
7281,BX698,0.53,0.379,0,0,0
7282,BX698,0.89,1.88,0,0,0
7283,BX698,0.44,0.0339,0,0,0
7284,BX698,0.45,0.0317,0,0,0
7285,BX698,0.43,0.121,0,0,0
7286,BX698,0.53,0.175,0,0,0
7287,BX698,0.6,0.0877,0,0,0
7288,BX698,0.62,0.0181,0,0,0
7289,BX698,0.63,0.0587,0,0,0
7290,BX698,0.64,0.0157,0,0,0
7291,BX698,0.65,0.037,0,0,0
7292,BX698,0.66,0.154,0,0,0
7293,BX698,0.7,0.0525,0,0,0
7294,BX698,0.75,0.219,0,0,0
7295,BX698,0.88,0.123,0,0,0
7296,BX698,0.95,0.123,0,0,0
7297,BX698,1.05,0.0155,0,0,0
7298,BX698,1.06,0.0327,0,0,0
7299,BX698,1.08,0.0429,0,0,0
7300,BX698,1.1,0.524,0,0,0
7301,BX698,1.12,0.059,0,0,0
7302,BX698,1.14,0.104,0,0,0
7303,BX698,1.04,0.123,0,0,0
7304,BX698,0.97,0.0949,0,0,0
7305,BX698,0.92,0.183,0,0,0
7306,BX698,1.08,0.125,0,0,0
7307,BX698,1.19,0.0875,0,0,0
7308,BX698,1.26,0.129,0,0,0
7309,BX698,1.38,0.0327,0,0,0
7310,BX698,1.41,0.1,0,0,0
7311,BX698,1.32,0.536,0,0,0
7312,BX698,1.63,1.87,0,0,0
7313,BX698,1.93,3.75,0,0,0
7314,BX698,2.94,2.72,1,1,1
7315,BX698,3.78,4.19,1,1,1
7316,BX698,5.1,3.98,1,1,1
7317,BX698,6.37,3.2,1,1,1
7318,BX698,7.38,3.43,1,1,1
7319,BX698,8.44,3.58,1,1,1
7320,BX698,9.45,3.89,1,1,1
7321,BX698,10.55,4.97,1,1,1
7322,BX698,12.02,4.11,1,1,1
7323,BX698,13.18,4.25,1,1,1
7324,BX698,14.41,4.71,1,1,1
7325,BX698,15.91,1.48,1,1,1
